0.00159131	-4111309.52	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	7690.28,7690.28,3442.06,2336.54,1859.47,1624,1497.63,1426.54,1385.89,1363.03,1351.13,1346.23,1345.99,1348.96,1354.21,1361.13,1369.26,1378.25,1387.75,1397.44,1407.01,1416.18,1424.76,1432.63,1439.67,1445.75,1450.68,1455.18,1455.18,1451.89,1451.89,1451.89
0.00154073	-4090162.94	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	12907,12907,4764.46,2743.66,1946.25,1574.86,1383.21,1278.74,1220.91,1189.81,1174.89,1170.13,1172.02,1178.42,1187.97,1199.83,1213.39,1228.21,1243.84,1259.88,1275.85,1291.32,1305.94,1319.44,1331.61,1342.19,1350.85,1358.78,1358.78,1351.62,1351.62,1351.62
0.0015038	-4078490.96	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	15096.2,15096.2,5629.85,2995.5,1984.82,1526.8,1295.21,1170.85,1102.83,1066.7,1049.66,1044.54,1047.13,1054.92,1066.35,1080.46,1096.61,1114.31,1133.16,1152.71,1172.45,1191.86,1210.45,1227.81,1243.59,1257.43,1268.85,1279.36,1279.36,1267.93,1267.93,1267.93
0.001477	-4071098.17	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	15664.8,15664.8,6352.32,3243.93,2051.74,1517.85,1250.59,1107.68,1029.25,986.988,966.202,958.766,959.965,966.979,978.095,992.256,1008.79,1027.23,1047.17,1068.19,1089.79,1111.39,1132.39,1152.28,1170.55,1186.71,1200.15,1212.57,1212.57,1196.59,1196.59,1196.59
0.00145761	-4065995.35	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	15564.1,15564.1,7053.12,3525.54,2156.19,1545.68,1241.55,1078.83,988.658,938.793,912.732,901.42,899.656,904.346,913.629,926.363,941.844,959.597,979.241,1000.38,1022.52,1045.08,1067.4,1088.84,1108.78,1126.57,1141.49,1155.32,1155.32,1134.61,1134.61,1134.61
0.00144357	-4062281.65	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	15137.2,15137.2,7722.07,3823.01,2283.24,1596.91,1255.7,1072.7,970.138,911.916,879.731,863.644,857.99,859.428,865.958,876.365,889.903,906.092,924.563,944.942,966.767,989.452,1012.31,1034.61,1055.62,1074.56,1090.55,1105.41,1105.41,1079.84,1079.84,1079.84
0.00143352	-4059459.18	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	14568.5,14568.5,8336.77,4115.76,2418.85,1660.92,1284.17,1081.43,966.533,899.737,861.054,839.715,829.641,827.272,830.487,838.006,849.051,863.125,879.868,898.926,919.861,942.104,964.952,987.61,1009.24,1028.94,1045.7,1061.28,1061.28,1030.75,1030.75,1030.75
0.0014265	-4057240.74	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	13958.7,13958.7,8877.54,4385.55,2551.2,1729.43,1320.49,1099.52,972.946,897.792,852.568,825.788,811.019,804.524,804.085,808.373,816.578,828.192,842.854,860.226,879.892,901.299,923.742,946.384,968.3,988.467,1005.75,1021.82,1021.82,986.263,986.263,986.263
0.00142184	-4055449.57	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	13368.1,13368.1,9336.23,4620.34,2671.94,1796.57,1360.11,1123.16,986.032,903.042,851.467,819.244,799.667,788.873,784.58,785.424,790.574,799.511,811.869,827.32,845.463,865.765,887.523,909.871,931.813,952.222,969.84,986.206,986.206,945.54,945.54,945.54
0.00141908	-4053970.44	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	12830.3,12830.3,9714.98,4814.45,2776.02,1858.43,1399.9,1149.72,1003.46,913.376,855.796,818.25,793.858,778.686,770.426,767.698,769.66,775.784,785.699,799.08,815.535,834.546,855.419,877.266,899.036,919.507,937.304,953.807,953.807,907.96,907.96,907.96
0.00141786	-4052724.43	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	12361,12361,10022.2,4967.09,2861.1,1912.69,1437.78,1177.35,1023.59,927.276,864.146,821.485,792.341,772.776,760.491,754.118,752.815,756.045,763.433,774.651,789.313,806.909,826.754,847.946,869.389,889.778,907.628,924.135,924.135,873.036,873.036,873.036
0.00141792	-4051655.55	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	11964.4,11964.4,10269.4,5080.75,2926.81,1958.19,1472.45,1204.78,1045.2,943.626,875.476,827.967,794.185,770.255,753.93,743.876,739.263,739.556,744.371,753.374,766.179,782.281,800.997,821.421,842.416,862.608,880.406,896.803,896.803,840.382,840.382,840.382
0.00141906	-4050723.21	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	11637.7,11637.7,10468,5159.72,2974.09,1994.58,1503.11,1231.11,1067.41,961.58,888.989,836.946,798.679,770.443,750.091,736.347,728.409,725.747,727.97,734.734,745.646,760.204,777.725,797.296,817.751,837.653,855.313,871.502,871.502,809.688,809.688,809.688
0.00142113	-4049897.53	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	11367.7,11367.7,10622.6,5206.45,3003.46,2021.51,1529.11,1255.59,1089.52,980.507,904.119,847.906,805.342,772.885,748.529,731.091,719.814,714.181,713.799,718.312,727.317,740.306,756.593,775.258,795.106,814.642,832.087,847.975,847.975,780.698,780.698,780.698
0.00142399	-4049156.36	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	11160,11160,10752.4,5229.81,3018.56,2040.23,1550.61,1277.95,1111.03,999.822,920.262,860.257,813.611,777.046,748.747,727.648,713.054,704.469,701.499,703.773,710.876,722.287,737.317,755.034,774.221,793.331,810.5,826.014,826.014,753.203,753.203,753.203
0.00142754	-4048482.84	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	11001.7,11001.7,10862.4,5233.69,3021.27,2051.41,1567.67,1297.91,1131.56,1019.13,937.031,873.63,823.136,782.596,750.429,725.713,707.835,696.326,690.792,690.851,696.066,705.905,719.666,736.409,754.894,773.529,790.373,805.446,805.446,727.03,727.03,727.03
0.00143174	-4047864.43	0,1.07792e-05,2.33882e-05,3.81376e-05,5.53907e-05,7.55724e-05,9.91801e-05,0.000126795,0.000159098,0.000196884,0.000241084,0.000292787,0.000353267,0.000424013,0.000506769,0.000603572,0.000716808,0.000849265,0.00100421,0.00118545,0.00139746,0.00164546,0.00193555,0.00227489,0.00267183,0.00313616,0.0036793,0.00431464,0.00505783,0.00592717,0.00694409,0.00813363,inf	10890.1,10890.1,10965,5225.33,3015.34,2056.9,1581.15,1315.84,1151.18,1038.33,954.241,887.801,833.678,789.293,753.334,725.056,703.935,689.542,681.482,679.355,682.705,690.979,703.464,719.209,736.956,755.075,771.552,786.137,786.137,702.038,702.038,702.038
