p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000204327268495	0.270937958025	GO:0051963	b	4	regulation of synapse assembly	577; 2693; 4208; 4593; 4915; 5021; 5818; 6495; 7336; 7474; 7476; 266727; 114798; 57622; 84189; 51804; 347730; 54674; 23767; 11141; 89780; 9746; 26045; 27286	MUSK; WNT3A; IL1RAPL1; LRFN1; MDGA1; UBE2V2; CLSTN3; SIX4; SIX1; NTRK2; NECTIN1; LRRTM1; SRPX2; LRRTM2; ADGRB3; SLITRK6; SLITRK1; FLRT3; GHSR; LRRN3; MEF2C; OXTR; WNT5A; WNT7A	105	24
0.000374972044581	0.432143812509	GO:0050807	b	5	regulation of synapse organization	102; 577; 1072; 1399; 2693; 4038; 4208; 4593; 4915; 5021; 5100; 5818; 5913; 6495; 7336; 7474; 7476; 8326; 266727; 114798; 57622; 84189; 51804; 347730; 8851; 54434; 54674; 22943; 23767; 11141; 89780; 9746; 26045; 27286	MUSK; WNT3A; IL1RAPL1; CRKL; ADAM10; LRFN1; MDGA1; DKK1; UBE2V2; CLSTN3; SIX4; FZD9; SIX1; NTRK2; NECTIN1; LRRTM1; SRPX2; LRRTM2; CDK5R1; ADGRB3; SLITRK6; SLITRK1; FLRT3; CFL1; SSH1; GHSR; PCDH8; LRP4; LRRN3; RAPSN; MEF2C; OXTR; WNT5A; WNT7A	216	36
0.000416158940525	0.273000264985	GO:0001892	b	3	embryonic placenta development	133; 653; 677; 2034; 2103; 2186; 2624; 3091; 3491; 4838; 5311; 5469; 6692; 7477; 7942; 10049; 10959; 79893; 50814; 51176; 23462; 22846	BPTF; NSDHL; NODAL; HIF1A; MED1; SPINT1; TMED2; TFEB; DNAJB6; CYR61; ESRRB; ZFP36L1; LEF1; ADM; GATA2; HEY1; EPAS1; BMP5; VASH1; PKD2; GGNBP2; WNT7B	89	22
0.000465638216022	0.308718137223	GO:0048568	b	4	embryonic organ development	90; 133; 257; 653; 677; 1746; 1855; 1969; 2034; 2103; 2186; 2202; 2294; 2535; 2624; 2626; 3091; 3198; 3216; 3221; 3227; 3235; 3236; 3398; 3491; 4088; 4208; 4487; 4838; 4920; 5079; 5087; 5311; 5426; 5456; 5469; 6434; 6469; 6495; 6496; 6692; 6722; 6899; 6913; 6926; 6932; 55773; 7043; 7422; 7471; 7474; 7477; 7481; 7942; 7976; 8195; 8323; 8854; 9935; 10049; 10265; 10959; 7545; 79893; 50814; 51176; 84189; 51804; 53904; 55036; 219736; 23242; 23462; 89780; 56034; 25949; 26018; 157506; 27031; 22846; 64220	BPTF; MYO3A; TGFB3; ACVR1; NSDHL; NODAL; PAX5; HOXC4; HIF1A; SMAD3; NPHP3; TBX3; POLE; MED1; SRF; MAFB; LEF1; ALDH1A2; FZD2; SPINT1; DNAJB6; FZD6; ALX3; POU3F4; SIX1; SIX3; TBC1D23; GGNBP2; DVL1; STOX1; FOXF1; ZIC1; IRX5; MSX1; MKKS; HEY1; DLX2; TBX15; SLITRK6; TCF7; PDGFC; CYR61; HOXD9; ESRRB; EFEMP1; STRA6; HOXB6; ZFP36L1; TFEB; EPHA2; HOXC11; SYF2; FZD3; VEGFA; TMED2; SHH; GATA4; ADM; GATA2; ROR2; WNT3A; PBX1; CCDC40; EPAS1; BMP5; VASH1; LRIG1; PKD2; WNT1; ID2; HOXD10; MEF2C; SIX4; TBX1; RDH10; TRA2B; HOXA1; COBL; WNT5A; WNT11; WNT7B	424	95
0.000835074179457	0.432143812509	GO:0051252	b	5	regulation of RNA metabolic process	90; 91; 142; 182; 183; 257; 604; 641; 653; 675; 676; 677; 687; 708; 197358; 857; 862; 902; 905; 1024; 1030; 1063; 1108; 1196; 1386; 1428; 55696; 1611; 1653; 54890; 1663; 1745; 1746; 1810; 1820; 1822; 1855; 1869; 1870; 1871; 2034; 2103; 2130; 2145; 2186; 2202; 2274; 10987; 2294; 2298; 2308; 2309; 2313; 2354; 2516; 2535; 2624; 2626; 2627; 2636; 2648; 2909; 2957; 2958; 2967; 3068; 3082; 3091; 3094; 3198; 3206; 3216; 3221; 3227; 3229; 3235; 3236; 3237; 3238; 3315; 3397; 3398; 3491; 3607; 605; 3642; 3662; 3665; 3720; 3845; 3899; 4005; 4038; 4060; 4086; 4088; 4091; 4092; 4094; 4157; 4208; 4222; 4291; 4294; 4298; 4330; 4331; 4487; 4602; 4603; 4609; 4656; 4772; 4778; 4780; 4783; 4792; 4799; 4825; 4838; 4849; 4861; 4920; 4929; 4968; 164684; 5074; 5075; 5079; 5087; 5090; 5138; 5195; 5311; 5341; 5441; 5453; 5456; 5458; 5469; 5562; 5607; 5702; 5705; 22797; 5725; 5828; 6018; 6096; 56998; 6399; 6434; 170302; 6469; 6495; 6496; 6591; 6601; 6603; 6656; 6658; 6659; 6722; 6787; 6827; 6882; 6883; 6899; 6913; 6926; 6927; 6932; 6939; 170463; 7043; 7088; 7090; 7110; 7175; 7186; 7298; 7320; 55840; 7422; 55854; 7469; 7471; 7474; 7476; 7480; 7481; 7525; 7542; 7709; 7756; 7862; 7942; 7975; 8021; 8079; 8125; 23213; 8216; 8227; 8318; 8322; 8323; 8403; 8431; 8456; 8467; 8543; 8607; 8631; 121599; 8717; 8721; 8848; 9039; 9093; 205717; 9112; 9210; 9236; 9242; 83463; 9261; 9270; 9282; 9326; 83482; 9391; 9479; 23435; 9604; 9611; 140685; 9640; 9698; 9733; 9810; 9841; 9913; 9935; 9967; 9969; 9984; 22980; 10049; 10102; 10128; 10135; 10138; 10140; 10181; 10265; 10284; 10365; 10445; 730249; 10514; 10622; 11267; 10716; 10743; 10847; 10915; 10935; 11007; 11043; 11051; 11080; 11166; 11218; 11281; 11315; 400569; 59336; 7545; 56731; 23236; 144108; 1540; 79039; 79050; 79068; 390010; 79190; 79191; 79192; 23369; 51441; 79576; 79577; 440097; 79664; 472; 79809; 79831; 79902; 80149; 342371; 80298; 80312; 57106; 89887; 323; 81550; 343930; 114609; 114991; 128408; 57451; 66037; 8325; 345222; 116113; 148979; 345643; 50805; 83595; 83666; 116448; 51147; 83933; 51176; 84069; 51360; 84135; 84193; 51496; 51567; 84337; 84441; 51720; 84530; 51804; 100125288; 84627; 84632; 84662; 221662; 84969; 85416; 118472; 440275; 8851; 23051; 221937; 7251; 283571; 54386; 87178; 54626; 54765; 54796; 54927; 644815; 54997; 55022; 55140; 55170; 55234; 55366; 219409; 55646; 22893; 22904; 22943; 23016; 55827; 23118; 23119; 219736; 23152; 23300; 23367; 23379; 23429; 23462; 56339; 23636; 23678; 23764; 23770; 29841; 25833; 25865; 56919; 89780; 57109; 57167; 253782; 153572; 57473; 57474; 57521; 57616; 57621; 57673; 57721; 57801; 100131390; 6297; 22894; 58499; 25909; 25959; 25988; 26036; 26039; 26098; 9817; 255743; 26528; 59335; 26959; 27044; 26354; 27292; 27302; 27319; 27324; 27336; 92906; 387893; 266743; 168451; 60468; 403341; 126374; 64783; 83879; 114034; 28952; 29114; 3170; 105378952; 29893; 30012; 128553; 63906; 63951; 63978; 391723; 129685; 64216; 64282; 64763; 130557; 10891	SMARCC2; RNF14; NELFA; ACOD1; ANP32A; AGT; FKBP8; CDC73; NR0B2; APBB2; ZC3H15; IRX5; IRX4; IRX6; IRX1; YAF2; IRX2; LARP1; DIMT1; GPATCH3; SMARCD2; GATA6; GATA4; GATA2; TRAPPC2; ZBTB34; TCF15; MAF; ATMIN; TSG101; LGR4; HINFP; ACVR1B; PUM2; PUM1; CHCHD3; ZNF451; BACH2; GSX1; SOX14; ZIC5; ZIC1; ZNF513; ZNF511; HOXB6; BLM; HOXC13; VEGFA; ING4; FTO; MYBBP1A; HES2; HES4; TFB2M; TLE3; SMAD6; SMAD7; SMAD1; SMAD3; TAF12; TAF11; HINT1; HIC2; RBM15; BEND3; WBP2NL; NUP214; LEF1; OLIG1; MSGN1; LMO2; RLF; LMO4; NPNT; IRX3; CDC45; WTIP; PRKD2; RBM5; ZNF207; MCRS1; ZNF490; TAF8; MYOG; RPTOR; NFX1; TOB1; DDX11; SULF1; RAI1; HNF1A; KLF2; CNOT3; RYBP; PSMC3; PSMC5; TRA2B; CYR61; ATN1; HGF; SOX21; E2F3; E2F2; E2F1; BNC2; DKK1; MAP3K10; ZNF469; CTNNBIP1; ZNF462; EWSR1; KLF18; AHCTF1; SCRT1; REXO4; NUDT21; GNL3; TSFM; NFE2L2; WNT10B; SIX1; SIX3; EAF2; FOXF1; HDGF; CDCA7; CDKN2B; HSPB1; TSC22D1; CENPF; TPR; SNAI2; THOC1; JAG1; CYLD; KLF9; WNT7A; NFATC1; FOXP4; NUP85; COPS5; ZNF592; YTHDF2; MED1; DHX33; EXOSC7; NEK4; RUVBL1; TIRAP; POU3F4; DDX54; TCF7; FZD2; SHH; FZD4; EPAS1; IRF7; IRF4; MEF2C; CLK2; ALKBH5; WNT3A; NODAL; ATM; TCERG1; C1QBP; MXD3; LUM; MLF1; MLF2; ZBTB17; DNAJB6; TRADD; DNAJB4; USF3; CCPG1; TBX15; UTP15; ELP3; TET1; HIF1A; SND1; NAT14; THAP5; METTL14; KEAP1; HOXA1; CDK8; SRCAP; TGFB3; MTERF2; PNPT1; PRDX3; PRKAA1; EZH1; AKAP17A; GTF2A1; GTF2A2; MYBL1; SOX3; SOX1; ITGB1BP1; SMARCA5; UIMC1; ALX3; MED11; MED13; MED14; EDF1; ZBTB2; NR4A2; KDM8; PBX3; PBX1; TOE1; DDX20; EDRF1; TESC; TYMS; ARHGAP35; ZNF512B; POU2F3; BPTF; KMT5A; POLR3G; CCNT2; CAV1; CERS6; PARK7; RORB; POU6F2; ZNF574; BRDT; TAGLN3; MC1R; BRCA2; HOXD9; NFIL3; PRMT6; SETD3; ROR2; DNAJA3; NKAP; FOXA2; LYAR; PID1; HDAC10; LZTR1; MSANTD1; ZBTB24; HELT; SKAP1; KAT2A; CIAO1; ICE2; ICE1; MAML2; SUPT7L; AFF3; PPARGC1A; CDK5R1; NFE2; PLCB1; PARP9; TSHZ2; TSHZ3; PARP1; PAX5; PAX1; UBA3; PAPD5; HOXC11; ZNF618; UBE2B; INSM1; SIX4; NAMPT; TBX3; TBX1; MEOX1; ATXN1L; ZHX3; SS18L1; HOXA10; FHL2; STOX1; BCL7A; SRF; THRAP3; FOXD4; SALL4; HTATSF1; SALL2; PAWR; PTBP1; TARDBP; MYB; SGK3; LRP4; CTDSPL2; WNT1; EIF2AK4; CCDC85B; JARID2; BAHD1; FOXO3; FOXO1; RUNX1T1; MAP2K5; NOC4L; MID2; PEX14; YES1; NLRC3; MSC; NPAS4; MLLT1; NPAS1; SOX7; SOX4; ZNHIT3; POU3F1; ESRRB; PSMC3IP; MCIDAS; ARID3A; ARX; DMRTA1; SRRM4; HBP1; SLC2A4RG; KANK2; BCL6; TERF2IP; LRPPRC; ELOF1; MAFK; MAFB; OGG1; DVL1; SAP18; MYC; KRAS; TLE1; TDRD3; TMF1; FLI1; BOLL; HNRNPLL; TDP2; NKX6-1; BMP5; MBTPS2; DR1; SUPT4H1; NKX1-2; DDX1; CCNH; FOXK2; AFAP1L2; GLIS2; GLIS1; HOXC4; MAPKAPK2; CHD4; GTF2H3; NR5A1; MAFF; DLX1; DLX2; TFEC; TFEB; EFEMP1; MN1; RNF40; SART3; POLR2L; TRIM44; PLEK; PRDM14; PEX2; PRDM12; PRDM13; SPTY2D1; HOXD12; HOXD10; HOXD11; RBM24; RBM22; TOX2; WNT5A; FOSB; TENM2; TOX3; NCOR1; GBX1; ZNF628; FOXK1; FZD6; FZD8; SSBP4; TCF25; NFKBIA; DAZAP1; ZGLP1; ZFP36L1; TBR1; NUP62; MNAT1; MAPK8IP1; PROX2; HEY1; PKD2; METTL3; ID2; SMU1; ID1; CIC; ACVR1; CCDC22; BMP10; BMP15; ZC3H12A; TLX3; PLEKHN1; GRHL1; SP9; BHLHE22; BHLHE23; BRPF1; DAP; MSX1; MTA1; DCAF6; TRAF2; ZFPL1; FAM83G; CRYM; POU4F2; SNF8; FOXN1; DBX2; SBNO2; DIS3; SPIC; TAB2; TTC21B; PDE2A; ZBTB46; WNT11; ATF2	3795	597
0.00085002558967	0.278423932779	GO:0009790	b	3	embryo development	90; 91; 102; 133; 257; 538; 653; 675; 677; 1072; 1295; 1745; 1746; 1855; 1969; 2034; 54626; 2103; 2132; 2186; 2202; 2294; 2321; 2535; 2624; 2626; 2627; 2648; 2821; 2909; 3091; 3198; 3206; 3216; 3221; 3227; 3235; 3236; 3238; 3398; 3491; 3633; 3705; 3899; 4038; 4086; 4088; 4091; 4208; 4222; 7779; 4313; 4487; 4643; 4751; 4780; 4838; 4849; 4920; 5075; 5079; 5087; 5100; 5311; 202018; 5426; 5456; 5469; 5607; 5702; 6434; 6469; 6495; 6496; 6659; 6692; 6722; 6899; 6913; 6926; 6932; 6939; 7043; 7150; 7320; 7422; 7471; 7474; 7476; 7477; 7481; 7709; 728661; 7798; 7942; 7976; 8195; 23213; 8323; 8533; 8543; 121599; 8854; 8894; 9935; 10049; 10159; 10265; 10365; 10371; 10959; 11019; 7482; 7545; 23236; 79191; 79192; 51441; 55773; 79577; 79621; 79893; 80312; 81565; 343930; 50814; 83595; 83605; 51176; 84189; 84296; 84541; 51804; 57801; 84976; 85407; 8851; 53904; 54910; 55036; 22943; 219736; 23242; 23462; 23654; 23764; 23767; 23770; 56949; 89780; 57167; 153572; 57493; 57662; 100131390; 6297; 56034; 123920; 25949; 25988; 26018; 9817; 157506; 27031; 27042; 27077; 27341; 60412; 126695; 29123; 3170; 26115; 22846; 63978; 64131; 129685; 64220; 64327	BPTF; SALL2; RRP7A; ANKRD11; MAFB; SEMA4C; SLC30A1; MAFF; SPINT1; CDC73; SIX4; NFE2L2; SIX1; SIX3; LMO4; FOXF1; IRX5; MKKS; IRX1; MYO1E; IRX3; KLF2; SLITRK6; SP9; BRCA2; HOXD9; STRA6; INPP5B; SMAD1; DISP1; FLRT3; GATA6; GATA4; CCDC40; GATA2; ROR2; BMP5; DIEXF; TCF15; FOXA2; MSGN1; WNT7A; WNT7B; MYO3A; SYF2; NSDHL; ACVR1B; COPS3; HOXC4; KAT2A; VASH1; YTHDF2; MED1; ATP7A; B9D1; HEG1; PLXNB2; NEK2; FKBP8; ESRRB; AFF3; KBTBD8; TBC1D23; CDK5R1; ZIC1; LMBR1; DLX1; DLX2; ITPK1; PLCB1; TCF7; TFEB; EFEMP1; WNT11; HOXB6; CCM2; PAX5; PAX1; SHH; HOXC11; PRDM14; GINS4; RNASEH2B; CAMSAP3; UBE2B; HOXD12; TOP1; TAF8; MEF2C; VEGFA; HES2; HES4; GGNBP2; WNT3A; NODAL; SMAD6; EPHA2; SMAD3; NPHP3; TBX3; POLE; TBX1; ATP6AP2; MEOX1; FLT1; FZD2; FZD3; ZBTB17; TMED2; FZD6; DNAJB6; HOXA10; STOX1; TBX15; HINFP; NKD1; SRF; EPAS1; TET1; ZFP36L1; SPIC; HIF1A; TAPT1; LEF1; ADM; HEY1; SEMA3A; LRIG1; LRP4; PKD2; WNT1; ID2; SLC35E2B; KEAP1; HOXA1; COBL; IRX2; XAB2; TGFB3; ACVR1; KDF1; ADAM10; HOXD10; MAP2K5; SOX7; SOX4; EXT2; ALX3; SULF1; DVL1; ALDH1A2; CNOT3; MSX1; PSMC3; TRA2B; WNT2B; COL8A1; PDGFC; CYR61; LIAS; POU3F4; RDH10; TANC2; LUZP1; CFL1; NDEL1; XYLT1; WNT5A; PBX1; PCDH8; EXOC4; SALL4; DKK1; EIF2S2; ARHGAP35; CMTM3; MMP2; GPI	984	224
0.000973296875019	0.432143812509	GO:0043009	b	5	chordate embryonic development	90; 91; 102; 133; 257; 538; 653; 675; 677; 1072; 1745; 1746; 1855; 1969; 2034; 2103; 2186; 2294; 2535; 2624; 2627; 2648; 2821; 2909; 3091; 3198; 3216; 3221; 3227; 3235; 3236; 3491; 3633; 3705; 4088; 4208; 4222; 4487; 4643; 4751; 4838; 4849; 4920; 5075; 5079; 5087; 5100; 5311; 202018; 5469; 5702; 6469; 6495; 6659; 6692; 6722; 6899; 6913; 6926; 6932; 6939; 7043; 7320; 7422; 7471; 7474; 7477; 7481; 728661; 7779; 7798; 7942; 7976; 23213; 8323; 8533; 8543; 121599; 8854; 8894; 10049; 10159; 10265; 10365; 10959; 11019; 79621; 79893; 80312; 81565; 343930; 50814; 83605; 51176; 84296; 84541; 51804; 85407; 54626; 54910; 22846; 22943; 23242; 23462; 23654; 23764; 23770; 56949; 89780; 57167; 57493; 57801; 6297; 123920; 25949; 25988; 9817; 157506; 27031; 27077; 27341; 29123; 26115; 63978; 64131; 129685	BPTF; SALL2; RRP7A; ANKRD11; SEMA4C; SLC30A1; MAFF; SPINT1; SIX4; SIX1; ATP6AP2; FOXF1; IRX5; SLC35E2B; KLF2; BRCA2; HOXD9; INPP5B; XYLT1; GATA6; GATA2; ROR2; BMP5; TCF15; MSGN1; WNT7B; SYF2; NSDHL; ACVR1B; COPS3; HOXC4; KAT2A; MED1; ATP7A; B9D1; HEG1; PLXNB2; NEK2; FKBP8; KBTBD8; DLX1; DLX2; ITPK1; TCF7; TFEB; HOXB6; CCM2; PAX5; PAX1; SHH; HOXC11; PRDM14; GINS4; RNASEH2B; UBE2B; HOXD10; TAF8; MEF2C; VEGFA; WNT5A; HES4; GGNBP2; WNT3A; NODAL; MYO1E; EPHA2; SMAD3; NPHP3; TBX3; TBX1; MEOX1; FZD2; FZD3; TMED2; FZD6; DNAJB6; TBX15; HINFP; NKD1; SRF; EPAS1; TET1; ZFP36L1; SPIC; HIF1A; TAPT1; LEF1; ADM; HEY1; VASH1; PKD2; WNT1; LMO4; KEAP1; HOXA1; COBL; XAB2; TGFB3; ACVR1; ADAM10; SOX4; GPI; ALX3; SULF1; DVL1; ALDH1A2; CNOT3; MSX1; PSMC3; CYR61; LIAS; ESRRB; RDH10; TANC2; LUZP1; CFL1; NDEL1; HES2; PBX1; PCDH8; SALL4; DKK1; EIF2S2; ARHGAP35; CMTM3; WNT11	605	155
0.00115916965915	0.512352989346	GO:0009792	b	4	embryo development ending in birth or egg hatching	90; 91; 102; 133; 257; 538; 653; 675; 677; 1072; 1745; 1746; 1855; 1969; 2034; 54626; 2103; 2186; 2294; 2535; 2624; 2627; 2648; 2821; 2909; 3091; 3198; 3216; 3221; 3227; 3235; 3236; 3491; 3633; 3705; 4088; 4208; 4222; 4487; 4643; 4751; 4838; 4849; 4920; 5075; 5079; 5087; 5100; 5311; 202018; 5469; 5702; 6469; 6495; 6659; 6692; 6722; 6899; 6913; 6926; 6932; 6939; 7043; 7320; 7422; 7471; 7474; 7477; 7481; 728661; 7779; 7798; 7942; 7976; 23213; 8323; 8533; 8543; 121599; 8854; 8894; 10049; 10159; 10265; 10365; 10959; 11019; 79621; 79893; 80312; 81565; 343930; 50814; 83605; 51176; 84296; 84541; 51804; 85407; 8851; 54910; 22943; 23242; 23462; 23654; 23764; 23770; 56949; 89780; 57167; 57493; 57662; 57801; 6297; 123920; 25949; 25988; 9817; 157506; 27031; 27077; 27341; 29123; 26115; 22846; 63978; 64131; 129685	BPTF; SALL2; RRP7A; ANKRD11; SEMA4C; SLC30A1; MAFF; SPINT1; SIX4; SIX1; ATP6AP2; FOXF1; IRX5; SLC35E2B; KLF2; BRCA2; HOXD9; INPP5B; XYLT1; GATA6; GATA2; ROR2; BMP5; TCF15; MSGN1; WNT7B; SYF2; NSDHL; ACVR1B; COPS3; HOXC4; KAT2A; MED1; ATP7A; B9D1; HEG1; PLXNB2; NEK2; FKBP8; KBTBD8; CDK5R1; DLX1; DLX2; ITPK1; TCF7; TFEB; HOXB6; CCM2; PAX5; PAX1; SHH; HOXC11; PRDM14; GINS4; RNASEH2B; CAMSAP3; UBE2B; HOXD10; TAF8; MEF2C; VEGFA; WNT5A; HES4; GGNBP2; WNT3A; NODAL; MYO1E; EPHA2; SMAD3; NPHP3; TBX3; TBX1; MEOX1; FZD2; FZD3; TMED2; FZD6; DNAJB6; TBX15; HINFP; NKD1; SRF; EPAS1; TET1; ZFP36L1; SPIC; HIF1A; TAPT1; LEF1; ADM; HEY1; VASH1; PKD2; WNT1; LMO4; KEAP1; HOXA1; COBL; XAB2; TGFB3; ACVR1; ADAM10; SOX4; GPI; ALX3; SULF1; DVL1; ALDH1A2; CNOT3; MSX1; PSMC3; CYR61; LIAS; ESRRB; RDH10; TANC2; LUZP1; CFL1; NDEL1; HES2; PBX1; PCDH8; SALL4; DKK1; EIF2S2; ARHGAP35; CMTM3; WNT11	625	158
0.00149172727296	0.278423932779	GO:0050803	b	3	regulation of synapse structure or activity	102; 577; 1072; 1399; 2693; 4038; 4208; 4593; 4915; 5021; 5100; 5818; 5913; 6495; 7336; 7474; 7476; 8326; 266727; 114798; 57622; 84189; 51804; 347730; 8851; 54674; 22943; 23767; 11141; 89780; 9746; 26045; 27286; 54434	MUSK; WNT3A; IL1RAPL1; CRKL; ADAM10; LRFN1; MDGA1; DKK1; UBE2V2; CLSTN3; SIX4; FZD9; SIX1; NTRK2; NECTIN1; LRRTM1; SRPX2; LRRTM2; CDK5R1; ADGRB3; SLITRK6; SLITRK1; FLRT3; CFL1; SSH1; GHSR; PCDH8; LRP4; LRRN3; RAPSN; MEF2C; OXTR; WNT5A; WNT7A	225	37
0.00159294095128	0.105134102785	GO:0003700	m	2	DNA-binding transcription factor activity	27319; 142; 257; 604; 677; 687; 862; 1386; 1745; 1746; 1810; 1820; 1869; 1870; 1871; 2034; 2103; 2145; 2294; 2298; 2308; 2309; 2313; 2354; 2516; 2624; 2626; 2627; 2636; 2909; 3091; 3198; 3206; 3216; 3221; 3227; 3229; 3235; 3236; 3237; 3238; 3397; 3398; 3607; 3642; 3662; 3665; 3720; 3899; 4005; 4086; 4088; 4091; 4092; 4094; 4208; 4222; 4298; 170463; 4487; 4602; 4603; 4609; 4656; 4772; 4778; 4780; 4783; 4799; 4825; 4861; 4929; 5075; 5079; 5087; 5090; 5341; 5453; 5456; 5458; 22797; 6018; 6096; 6495; 6496; 6591; 6601; 6656; 6658; 6659; 6722; 6827; 6883; 6899; 6913; 6926; 6927; 6932; 6939; 55854; 7474; 7709; 7756; 7942; 7975; 8216; 8403; 8431; 8456; 8467; 8543; 121599; 8848; 205717; 9112; 9242; 83463; 83482; 23435; 9611; 140685; 9640; 9841; 9935; 22980; 10265; 10365; 10716; 11166; 11281; 59336; 7545; 168451; 56731; 170302; 79050; 390010; 79190; 79191; 79192; 440097; 80312; 89887; 343930; 114991; 128408; 57474; 116113; 148979; 50805; 83595; 116448; 51176; 51804; 100125288; 84627; 84662; 57801; 84969; 85416; 118472; 23051; 221937; 54626; 283571; 54796; 153572; 25833; 54927; 219409; 23119; 23152; 23462; 23764; 29841; 57109; 57167; 253782; 57473; 57616; 57621; 100131390; 6297; 58499; 25909; 25988; 26036; 59335; 26959; 27324; 266743; 60468; 403341; 114034; 55840; 3170; 105378952; 30012; 128553; 63951; 63978; 391723; 10743; 64763; 130557	SMARCC2; GSX1; AHCTF1; SOX14; PBX3; BHLHE23; GATA6; MAFK; SCRT1; REXO4; HES2; MAFB; MAFF; CERS6; SIX4; NFE2L2; FOXN1; SIX1; SIX3; POU6F2; EAF2; ZC3H15; FOXF1; IRX5; IRX4; MYC; MYB; IRX1; SMAD6; IRX3; IRX2; ZNF207; HOXD9; TSC22D1; ZIC1; FLI1; SNAI2; GATA4; GATA2; NKX6-1; FOXA2; TBX3; DR1; ZBTB34; TCF15; SUPT4H1; NKX1-2; MAF; LZTR1; KLF18; ZBTB24; NFATC1; FOXK2; FOXP4; GLIS2; RORB; GLIS1; HOXC4; HIF1A; ZNF592; CHCHD3; HEY1; TLX3; BACH2; ESRRB; AFF3; ZIC5; NFE2; NR5A1; NFIL3; ZNF513; ZNF511; DLX1; DLX2; TCF7; TFEC; TFEB; TSHZ2; TSHZ3; HOXB6; PARP1; HOXC11; HOXC13; PAX1; ZNF628; PLEK; PAX5; PRDM14; IRF7; PRDM13; IRF4; ZNF618; HOXD12; HOXD10; INSM1; MEF2C; TOX3; TOX2; NR0B2; LMO4; WNT5A; HES4; HELT; FOSB; SMAD7; SMAD1; SMAD3; TAF12; TBX1; MXD3; MEOX1; NCOR1; GBX1; ZBTB17; FOXK1; HIC2; ZHX3; HOXA10; USF3; OLIG1; TBX15; TCF25; HINFP; SOX21; SALL4; SRF; EPAS1; TET1; FOXD4; ZGLP1; ZFP36L1; TBR1; SPIC; SALL2; PRDM12; LEF1; PROX2; TARDBP; EZH1; IRX6; MSGN1; LMO2; RLF; ID2; ID1; HOXA1; ZNF574; CIC; DMRTA1; DBX2; SP9; ZNF490; JARID2; FOXO3; FOXO1; RUNX1T1; NOC4L; MYBL1; SOX3; HOXD11; MYOG; SMARCA5; SOX4; NFX1; SOX1; GRHL1; ALX3; MSC; NPAS4; BHLHE22; MLLT1; NPAS1; SOX7; RAI1; HNF1A; KLF2; MSX1; MTA1; KLF9; ZBTB2; POU3F1; POU3F4; NR4A2; ZNF451; POU4F2; ZNF512B; SSBP4; PBX1; ARID3A; TOE1; E2F3; E2F2; E2F1; BNC2; ARX; THAP5; HBP1; SLC2A4RG; ZNF469; ARHGAP35; ZBTB46; ZNF462; BCL6; POU2F3; ATF2	1750	262
