014704	CTOv12scf1	341	12204	-	20265	9114	2.2235023041475	1	Keep
014705	CTOv12scf1	23922	24294	-	979	240	4.0791666666667	0.776264607698244	Keep
014706	CTOv12scf1	27988	47731	-	9011	2367	3.8069286016054	1	Keep
014707	CTOv12scf1	59659	84271	-	11501	2406	4.7801330008313	0.253557682027563	Keep
014708	CTOv12scf1	120853	143466	-	9354	2421	3.8636926889715	0.983580767688928	Keep
014692	CTOv12scf1	224389	244726	+	12413	2646	4.6912320483749	0.301608836500803	Keep
014725	CTOv12scf1	246447	246935	+	2266	489	4.6339468302658	0.335594267163533	Keep
014709	CTOv12scf1	250171	261146	-	13918	2991	4.6532932129723	0.323850945601771	Keep
014724	CTOv12scf1	263418	267851	+	2089	597	3.499162479062	1	Keep
014693	CTOv12scf1	285713	290827	+	2307	492	4.6890243902439	0.302874546453048	Keep
014694	CTOv12scf1	292059	296168	+	2938	528	5.5643939393939	0.0356222308546579	Keep
014710	CTOv12scf1	296169	300304	-	11853	2616	4.5309633027523	0.402639182183331	Keep
014711	CTOv12scf1	310244	323945	-	40276	8496	4.7405838041431	0.274233021003993	Keep
014695	CTOv12scf1	325077	332331	+	2056	444	4.6306306306306	0.337634402647505	Keep
014696	CTOv12scf1	334136	335605	+	3527	945	3.7322751322751	1	Keep
014712	CTOv12scf1	337518	341263	-	10690	2367	4.5162653147444	0.412823161174496	Keep
014697	CTOv12scf1	346014	362303	+	27474	6294	4.3651096282173	0.526072917549394	Keep
000001	CTOv12scf1	362306	368485	+	11958	2640	4.5295454545455	0.403614971236568	Keep
014713	CTOv12scf1	369183	374812	-	5392	1239	4.3518966908797	0.536675909450376	Keep
014698	CTOv12scf1	379900	387265	+	13724	2802	4.8979300499643	0.198490789195169	Keep
000002	CTOv12scf1	392270	396241	+	2958	672	4.4017857142857	0.497212921696929	Keep
000003	CTOv12scf1	399331	402534	+	1199	471	2.5456475583864	1	Keep
014699	CTOv12scf1	405481	407941	+	4937	861	5.7340301974448	0.0209576777713367	Keep
014714	CTOv12scf1	408474	412554	-	9424	2154	4.3751160631383	0.518114899582791	Keep
014715	CTOv12scf1	414547	434946	-	11576	3423	3.3818288051417	1	Keep
014727	CTOv12scf1	437531	437731	-	1301	201	6.4726368159204	0.00131651359893636	Keep
014716	CTOv12scf1	439480	457131	-	13258	3294	4.0248937462052	0.827590499711036	Keep
014717	CTOv12scf1	462140	466900	-	5596	1368	4.0906432748538	0.765527110336069	Keep
014700	CTOv12scf1	467640	474541	+	10145	2691	3.7699739873653	1	Keep
030175	CTOv12scf1	474433	479973	-	5312	1470	3.6136054421769	1	Keep
014718	CTOv12scf1	521040	545971	-	32645	7203	4.5321393863668	0.401830853961803	Keep
014719	CTOv12scf1	562404	587647	-	29966	7584	3.9512130801688	0.898424273364319	Keep
014720	CTOv12scf1	590005	593558	-	5388	1221	4.4127764127764	0.488731662166217	Keep
014701	CTOv12scf1	596084	599510	+	10554	1899	5.5576619273302	0.0363511585774869	Keep
014721	CTOv12scf1	599684	610188	-	2796	687	4.0698689956332	0.784995062628465	Keep
000004	CTOv12scf1	611786	627962	+	34693	8469	4.0964694769158	0.760093173602153	Keep
029261	CTOv12scf1	631509	645205	+	18327	3885	4.7173745173745	0.286888565251054	Keep
029262	CTOv12scf1	659745	663092	+	5930	1593	3.7225360954175	1	Keep
014726	CTOv12scf1	664625	665410	-	129	402	0.32089552238806	1	Keep
014702	CTOv12scf1	667310	739522	+	17209	4287	4.0142290646139	0.837770792687473	Keep
014722	CTOv12scf1	740584	744197	-	2289	639	3.5821596244131	1	Keep
014703	CTOv12scf1	744974	749602	+	14653	3072	4.7698567708333	0.258822443096737	Keep
014723	CTOv12scf1	752104	765097	-	5778	1221	4.7321867321867	0.278767010691958	Keep
014728	CTOv12scf1	815052	852835	+	6689	1584	4.2228535353535	0.645533180813076	Keep
014729	CTOv12scf1	865567	889189	+	7657	2043	3.7479197258933	1	Keep
014765	CTOv12scf1	917407	917634	+	854	228	3.7456140350877	1	Keep
014767	CTOv12scf1	1058803	1058898	+	346	96	3.6041666666667	1	Keep
014730	CTOv12scf1	1075413	1076167	+	1646	345	4.7710144927536	0.258225556149015	Keep
014750	CTOv12scf1	1084682	1088538	-	3405	1254	2.7153110047847	1	Keep
014763	CTOv12scf1	1107498	1107875	+	1658	378	4.3862433862434	0.509339120075672	Keep
014768	CTOv12scf1	1126900	1126971	-	425	72	5.9027777777778	0.0118967777373484	Keep
014731	CTOv12scf1	1275659	1278391	+	3779	771	4.9014267185473	0.197001681875709	Keep
014762	CTOv12scf1	1365622	1366056	-	858	435	1.9724137931034	1	Keep
014732	CTOv12scf1	1371208	1375864	+	4204	1335	3.149063670412	1	Keep
