014704	CTOv12scf1	341	12204	-	20265	9114	2.2235023041475
014705	CTOv12scf1	23922	24294	-	979	240	4.0791666666667
014706	CTOv12scf1	27988	47731	-	9011	2367	3.8069286016054
014707	CTOv12scf1	59659	84271	-	11501	2406	4.7801330008313
014708	CTOv12scf1	120853	143466	-	9354	2421	3.8636926889715
014692	CTOv12scf1	224389	244726	+	12413	2646	4.6912320483749
014725	CTOv12scf1	246447	246935	+	2266	489	4.6339468302658
014709	CTOv12scf1	250171	261146	-	13918	2991	4.6532932129723
014724	CTOv12scf1	263418	267851	+	2089	597	3.499162479062
014693	CTOv12scf1	285713	290827	+	2307	492	4.6890243902439
014694	CTOv12scf1	292059	296168	+	2938	528	5.5643939393939
014710	CTOv12scf1	296169	300304	-	11853	2616	4.5309633027523
014711	CTOv12scf1	310244	323945	-	40276	8496	4.7405838041431
014695	CTOv12scf1	325077	332331	+	2056	444	4.6306306306306
014696	CTOv12scf1	334136	335605	+	3527	945	3.7322751322751
014712	CTOv12scf1	337518	341263	-	10690	2367	4.5162653147444
014697	CTOv12scf1	346014	362303	+	27474	6294	4.3651096282173
000001	CTOv12scf1	362306	368485	+	11958	2640	4.5295454545455
014713	CTOv12scf1	369183	374812	-	5392	1239	4.3518966908797
014698	CTOv12scf1	379900	387265	+	13724	2802	4.8979300499643
000002	CTOv12scf1	392270	396241	+	2958	672	4.4017857142857
000003	CTOv12scf1	399331	402534	+	1199	471	2.5456475583864
014699	CTOv12scf1	405481	407941	+	4937	861	5.7340301974448
014714	CTOv12scf1	408474	412554	-	9424	2154	4.3751160631383
014715	CTOv12scf1	414547	434946	-	11576	3423	3.3818288051417
014727	CTOv12scf1	437531	437731	-	1301	201	6.4726368159204
014716	CTOv12scf1	439480	457131	-	13258	3294	4.0248937462052
014717	CTOv12scf1	462140	466900	-	5596	1368	4.0906432748538
014700	CTOv12scf1	467640	474541	+	10145	2691	3.7699739873653
030175	CTOv12scf1	474433	479973	-	5312	1470	3.6136054421769
014718	CTOv12scf1	521040	545971	-	32645	7203	4.5321393863668
014719	CTOv12scf1	562404	587647	-	29966	7584	3.9512130801688
014720	CTOv12scf1	590005	593558	-	5388	1221	4.4127764127764
014701	CTOv12scf1	596084	599510	+	10554	1899	5.5576619273302
014721	CTOv12scf1	599684	610188	-	2796	687	4.0698689956332
000004	CTOv12scf1	611786	627962	+	34693	8469	4.0964694769158
029261	CTOv12scf1	631509	645205	+	18327	3885	4.7173745173745
029262	CTOv12scf1	659745	663092	+	5930	1593	3.7225360954175
014726	CTOv12scf1	664625	665410	-	129	402	0.32089552238806
014702	CTOv12scf1	667310	739522	+	17209	4287	4.0142290646139
014722	CTOv12scf1	740584	744197	-	2289	639	3.5821596244131
014703	CTOv12scf1	744974	749602	+	14653	3072	4.7698567708333
014723	CTOv12scf1	752104	765097	-	5778	1221	4.7321867321867
014728	CTOv12scf1	815052	852835	+	6689	1584	4.2228535353535
014729	CTOv12scf1	865567	889189	+	7657	2043	3.7479197258933
014765	CTOv12scf1	917407	917634	+	854	228	3.7456140350877
014767	CTOv12scf1	1058803	1058898	+	346	96	3.6041666666667
014730	CTOv12scf1	1075413	1076167	+	1646	345	4.7710144927536
014750	CTOv12scf1	1084682	1088538	-	3405	1254	2.7153110047847
014763	CTOv12scf1	1107498	1107875	+	1658	378	4.3862433862434
014768	CTOv12scf1	1126900	1126971	-	425	72	5.9027777777778
014731	CTOv12scf1	1275659	1278391	+	3779	771	4.9014267185473
014762	CTOv12scf1	1365622	1366056	-	858	435	1.9724137931034
014732	CTOv12scf1	1371208	1375864	+	4204	1335	3.149063670412
014766	CTOv12scf1	1376485	1376789	-	367	198	1.8535353535354
014751	CTOv12scf1	1380993	1400977	-	22364	5535	4.0404697380307
014733	CTOv12scf1	1407347	1408696	+	1769	417	4.242206235012
014752	CTOv12scf1	1414480	1423858	-	5337	1140	4.6815789473684
014753	CTOv12scf1	1429648	1463737	-	9637	2103	4.5825011887779
014734	CTOv12scf1	1485694	1487289	+	2123	606	3.503300330033
014764	CTOv12scf1	1521320	1528156	+	9160	861	10.638792102207
014754	CTOv12scf1	1530894	1536122	-	4731	942	5.0222929936306
014735	CTOv12scf1	1544252	1564315	+	4754	1188	4.0016835016835
014755	CTOv12scf1	1581594	1585848	-	3546	897	3.9531772575251
014756	CTOv12scf1	1586434	1595223	-	14002	3114	4.4964675658317
014757	CTOv12scf1	1599305	1607018	-	7068	1506	4.6932270916335
014736	CTOv12scf1	1618346	1635817	+	17825	4365	4.0836197021764
014737	CTOv12scf1	1640784	1653670	+	15082	3570	4.224649859944
014738	CTOv12scf1	1655810	1658108	+	1335	495	2.6969696969697
014739	CTOv12scf1	1658857	1673474	+	22765	4650	4.8956989247312
014740	CTOv12scf1	1675134	1677251	+	3197	714	4.4775910364146
014741	CTOv12scf1	1678695	1684591	+	12171	2859	4.2570828961175
014742	CTOv12scf1	1685513	1689212	+	8868	2076	4.271676300578
014743	CTOv12scf1	1690590	1695587	+	5124	1086	4.7182320441989
014744	CTOv12scf1	1699817	1711685	+	14079	3381	4.1641526175688
014758	CTOv12scf1	1714010	1715839	-	6025	1347	4.4729027468448
014745	CTOv12scf1	1719784	1747752	+	13537	2604	5.1985407066052
014746	CTOv12scf1	1748394	1750135	+	4938	1155	4.2753246753247
014759	CTOv12scf1	1750225	1758352	-	7013	1803	3.8896283971159
014760	CTOv12scf1	1758767	1761943	-	1987	780	2.5474358974359
014747	CTOv12scf1	1764116	1766600	+	3717	903	4.1162790697674
014761	CTOv12scf1	1770801	1771430	-	2465	630	3.9126984126984
014791	CTOv12scf1	1784617	1803652	-	12320	2877	4.2822384428224
014792	CTOv12scf1	1816155	1821720	-	857	282	3.0390070921986
014748	CTOv12scf1	1824030	1826276	+	1059	243	4.358024691358
014793	CTOv12scf1	1828664	1838957	-	4525	1023	4.4232649071359
014749	CTOv12scf1	1843612	1845641	+	4354	1164	3.7405498281787
030176	CTOv12scf1	1852441	1861849	-	6343	1740	3.6454022988506
014794	CTOv12scf1	1863649	1874445	-	11347	2601	4.362552864283
014769	CTOv12scf1	1899819	1909910	+	16990	2334	7.2793487574979
014770	CTOv12scf1	1913555	1921883	+	8125	1560	5.2083333333333
014795	CTOv12scf1	1921942	1936417	-	10030	2550	3.9333333333333
014796	CTOv12scf1	1943086	1953216	-	2392	714	3.3501400560224
014771	CTOv12scf1	1954538	1960544	+	7344	1788	4.1073825503356
014797	CTOv12scf1	1965725	1973325	-	5125	1221	4.1973791973792
014798	CTOv12scf1	1975060	1978950	-	7078	1437	4.9255393180237
014799	CTOv12scf1	1987071	1991510	-	6756	1404	4.8119658119658
014772	CTOv12scf1	1997168	2014188	+	29503	10482	2.8146346117153
014773	CTOv12scf1	2021628	2032879	+	15200	3912	3.8854805725971
000005	CTOv12scf1	2047447	2054102	+	6725	1650	4.0757575757576
014774	CTOv12scf1	2060717	2069218	+	14382	3336	4.3111510791367
014775	CTOv12scf1	2070551	2074877	+	11712	2622	4.466819221968
014800	CTOv12scf1	2074705	2084397	-	4777	1440	3.3173611111111
014776	CTOv12scf1	2085581	2089351	+	9030	2181	4.1403026134801
014801	CTOv12scf1	2091128	2093845	-	2475	534	4.6348314606742
014802	CTOv12scf1	2104604	2113170	-	10043	2850	3.5238596491228
000006	CTOv12scf1	2117233	2132512	-	8822	2628	3.3569254185693
014803	CTOv12scf1	2135176	2142658	-	5730	1536	3.73046875
014777	CTOv12scf1	2145552	2154333	+	10948	2967	3.6899224806202
014778	CTOv12scf1	2162023	2165076	+	4378	963	4.546209761163
014826	CTOv12scf1	2173456	2173515	-	321	60	5.35
014823	CTOv12scf1	2175820	2176119	+	683	300	2.2766666666667
014779	CTOv12scf1	2212421	2254014	+	7462	1989	3.7516339869281
014824	CTOv12scf1	2263048	2263320	-	1012	273	3.7069597069597
014780	CTOv12scf1	2267985	2270374	+	1111	231	4.8095238095238
014804	CTOv12scf1	2276000	2277220	-	5423	1221	4.4414414414414
014781	CTOv12scf1	2281058	2301512	+	11658	3435	3.3938864628821
014782	CTOv12scf1	2304402	2309182	+	4614	1335	3.4561797752809
014805	CTOv12scf1	2310743	2319955	-	8024	1974	4.06484295846
014806	CTOv12scf1	2333462	2335065	-	2717	504	5.390873015873
014783	CTOv12scf1	2344371	2353481	+	13491	3033	4.4480712166172
014807	CTOv12scf1	2356366	2359715	-	2619	489	5.3558282208589
029264	CTOv12scf1	2362828	2372062	+	8002	1980	4.0414141414141
029265	CTOv12scf1	2373355	2376023	+	3943	777	5.0746460746461
029263	CTOv12scf1	2376507	2378072	+	4058	642	6.3208722741433
014808	CTOv12scf1	2377856	2381549	-	4968	1161	4.2790697674419
014784	CTOv12scf1	2382479	2389186	+	12081	2949	4.0966429298067
014809	CTOv12scf1	2387865	2396582	-	9369	2481	3.776299879081
014810	CTOv12scf1	2397708	2400636	-	6715	1572	4.2716284987277
014785	CTOv12scf1	2402295	2403077	+	1459	492	2.9654471544715
014811	CTOv12scf1	2403433	2408825	-	6014	1494	4.0254350736278
014786	CTOv12scf1	2409743	2417124	+	14258	3018	4.7243207422134
014812	CTOv12scf1	2483766	2500675	-	8549	2274	3.759454705365
014813	CTOv12scf1	2545723	2549085	-	4622	975	4.7405128205128
014814	CTOv12scf1	2552519	2558629	-	6507	1971	3.3013698630137
014815	CTOv12scf1	2559816	2564570	-	7387	2226	3.3185085354897
014825	CTOv12scf1	2577849	2578034	+	1496	186	8.0430107526882
014816	CTOv12scf1	2601643	2602208	-	1928	471	4.0934182590234
014817	CTOv12scf1	2604543	2618749	-	8277	2319	3.5692108667529
014787	CTOv12scf1	2622627	2624605	+	5403	963	5.6105919003115
014818	CTOv12scf1	2627575	2634071	-	5325	1278	4.1666666666667
014819	CTOv12scf1	2660767	2679499	-	6276	1464	4.2868852459016
014788	CTOv12scf1	2737346	2738384	+	1190	366	3.2513661202186
014789	CTOv12scf1	2739096	2752397	+	9987	1719	5.8097731239092
014820	CTOv12scf1	2759399	2764267	-	6850	1758	3.8964732650739
014790	CTOv12scf1	2764823	2768686	+	7416	1113	6.6630727762803
014821	CTOv12scf1	2768746	2788891	-	5016	1272	3.9433962264151
014822	CTOv12scf1	2826010	2826678	-	1930	384	5.0260416666667
014827	CTOv12scf1	2826064	2831826	+	1743	303	5.7524752475248
014828	CTOv12scf1	2831828	2888731	+	13869	3459	4.009540329575
014829	CTOv12scf1	2901238	2917279	+	21509	5025	4.2803980099502
030177	CTOv12scf1	2921171	2927995	-	9977	2478	4.0262308313156
030178	CTOv12scf1	2927997	2932328	+	6827	1536	4.4446614583333
000007	CTOv12scf1	2933066	2935941	-	4103	1071	3.8309990662932
014830	CTOv12scf1	2936062	2942546	+	2207	627	3.5199362041467
014831	CTOv12scf1	2953011	2960231	+	14748	4173	3.5341480948958
014851	CTOv12scf1	2963346	2979773	-	6881	1587	4.3358538122243
014832	CTOv12scf1	2981226	2986210	+	5669	1590	3.5654088050314
014833	CTOv12scf1	2988987	2990877	+	5646	1188	4.7525252525253
000008	CTOv12scf1	2992654	2997164	+	4919	1224	4.0187908496732
029266	CTOv12scf1	2997552	2999929	+	6760	1560	4.3333333333333
