Pos	Relaxed	Intensified_purify	NoChange	Pos_and_Relaxed	Pos_and_Intense	Pos_all	Relax_all	Intense_all
0	0.0659260167770732	0.0580406325973521	0.876033350625575	0	0	0	0.0659260167770732	0.0580406325973521
0	0.0652968365222382	0.0639047658673366	0.870798397610425	0	0	0	0.0652968365222382	0.0639047658673366
0	0.0664263108581086	0.0575071770041428	0.876066512137749	0	0	0	0.0664263108581086	0.0575071770041428
0	0.0596711030359943	0.0616070139926943	0.878721882971311	0	0	0	0.0596711030359943	0.0616070139926943
0	0.0627837177030723	0.0634133557447705	0.873802926552157	0	0	0	0.0627837177030723	0.0634133557447705
0	0.0586170023148335	0.0579722955545406	0.883410702130626	0	0	0	0.0586170023148335	0.0579722955545406
0	0.0637392347714764	0.05889204416569	0.877368721062834	0	0	0	0.0637392347714764	0.05889204416569
0	0.0612385147305615	0.0634601788203009	0.875301306449138	0	0	0	0.0612385147305615	0.0634601788203009
0	0.0643519296046783	0.055643821589755	0.880004248805567	0	0	0	0.0643519296046783	0.055643821589755
0	0.0633148103895719	0.0625755043824179	0.87410968522801	0	0	0	0.0633148103895719	0.0625755043824179
0	0.0538562036479817	0.0663022847806581	0.87984151157136	0	0	0	0.0538562036479817	0.0663022847806581
0	0.0645569777037713	0.0634999301692086	0.87194309212702	0	0	0	0.0645569777037713	0.0634999301692086
0	0.0590227664630136	0.058241332025309	0.882735901511677	0	0	0	0.0590227664630136	0.058241332025309
0	0.0642427516402133	0.0607795260331733	0.874977722326613	0	0	0	0.0642427516402133	0.0607795260331733
0	0.0529236865426142	0.0633757085100392	0.883700604947347	0	0	0	0.0529236865426142	0.0633757085100392
0	0.0602167933572979	0.0603871409828074	0.879396065659895	0	0	0	0.0602167933572979	0.0603871409828074
0	0.0641259490794418	0.0662663737707182	0.86960767714984	0	0	0	0.0641259490794418	0.0662663737707182
0	0.0647957179421125	0.059279305459708	0.87592497659818	0	0	0	0.0647957179421125	0.059279305459708
0	0.0618657833749738	0.0585428892687464	0.87959132735628	0	0	0	0.0618657833749738	0.0585428892687464
0	0.0590102089776828	0.0641219691826529	0.876867821839664	0	0	0	0.0590102089776828	0.0641219691826529
0	0.0661414356556251	0.0616213919840489	0.872237172360326	0	0	0	0.0661414356556251	0.0616213919840489
0	0.0677250029359028	0.0550001534181698	0.877274843645927	0	0	0	0.0677250029359028	0.0550001534181698
0	0.0690257999756888	0.0603385224613638	0.870635677562947	0	0	0	0.0690257999756888	0.0603385224613638
0	0.0713146922296565	0.0612940628025887	0.867391244967755	0	0	0	0.0713146922296565	0.0612940628025887
0	0.0588264558233046	0.0645761702398951	0.8765973739368	0	0	0	0.0588264558233046	0.0645761702398951
0	0.0656868753485799	0.0590426349379755	0.875270489713445	0	0	0	0.0656868753485799	0.0590426349379755
0	0.0602709825961082	0.0600585847374956	0.879670432666396	0	0	0	0.0602709825961082	0.0600585847374956
0	0.0671765606502224	0.0614603301951736	0.871363109154604	0	0	0	0.0671765606502224	0.0614603301951736
0	0.066306095521776	0.0664588973051457	0.867235007173078	0	0	0	0.066306095521776	0.0664588973051457
0	0.0637969286796112	0.0638682404968303	0.872334830823559	0	0	0	0.0637969286796112	0.0638682404968303
0	0.0641077884331499	0.0640868180213545	0.871805393545496	0	0	0	0.0641077884331499	0.0640868180213545
0	0.0669983931868657	0.0595383069558003	0.873463299857334	0	0	0	0.0669983931868657	0.0595383069558003
0	0.0589864592237367	0.0612363938311242	0.879777146945139	0	0	0	0.0589864592237367	0.0612363938311242
0	0.0693556560254944	0.059364379644938	0.871279964329568	0	0	0	0.0693556560254944	0.059364379644938
0	0.0640559068514036	0.0568717966031572	0.879072296545439	0	0	0	0.0640559068514036	0.0568717966031572
0	0.0579832571290333	0.0588043135055711	0.883212429365396	0	0	0	0.0579832571290333	0.0588043135055711
0	0.0638244948886305	0.0657883260328468	0.870387179078523	0	0	0	0.0638244948886305	0.0657883260328468
0	0.0663325994345591	0.059081539008842	0.874585861556599	0	0	0	0.0663325994345591	0.059081539008842
0	0.0654138777659399	0.057662044919327	0.876924077314733	0	0	0	0.0654138777659399	0.057662044919327
0	0.0602899888722008	0.0636653815853918	0.876044629542407	0	0	0	0.0602899888722008	0.0636653815853918
0	0.0604905662371402	0.0574657897166627	0.882043644046197	0	0	0	0.0604905662371402	0.0574657897166627
0	0.0645030921455881	0.0587381541363236	0.876758753718088	0	0	0	0.0645030921455881	0.0587381541363236
0	0.0583654643406141	0.0614336505828333	0.880200885076553	0	0	0	0.0583654643406141	0.0614336505828333
0	0.0609695085735555	0.0615735886339607	0.877456902792484	0	0	0	0.0609695085735555	0.0615735886339607
0	0.0662295594512058	0.0629129675156396	0.870857473033155	0	0	0	0.0662295594512058	0.0629129675156396
0	0.0609225985399302	0.0658169944804091	0.873260406979661	0	0	0	0.0609225985399302	0.0658169944804091
0	0.0616595849336456	0.0599972433630553	0.878343171703299	0	0	0	0.0616595849336456	0.0599972433630553
0	0.0592127320005615	0.0612446663325289	0.87954260166691	0	0	0	0.0592127320005615	0.0612446663325289
0	0.0637046325958527	0.0618087325958151	0.874486634808332	0	0	0	0.0637046325958527	0.0618087325958151
0	0.0654106167963187	0.0610437364888683	0.873545646714813	0	0	0	0.0654106167963187	0.0610437364888683
0	0.0644428627834804	0.0634305356520538	0.872126601564466	0	0	0	0.0644428627834804	0.0634305356520538
0	0.0613450532490876	0.0655116316214168	0.873143315129496	0	0	0	0.0613450532490876	0.0655116316214168
0	0.0619818565661456	0.0554163189569705	0.882601824476884	0	0	0	0.0619818565661456	0.0554163189569705
0	0.0581507194209279	0.0667234966431488	0.875125783935923	0	0	0	0.0581507194209279	0.0667234966431488
0	0.058051706028811	0.0632257940505521	0.878722499920637	0	0	0	0.058051706028811	0.0632257940505521
0	0.0667459407698993	0.0626019545231515	0.870652104706949	0	0	0	0.0667459407698993	0.0626019545231515
0	0.0594362060929454	0.06370320073336	0.876860593173695	0	0	0	0.0594362060929454	0.06370320073336
0	0.0628551226606842	0.0566014304902357	0.88054344684908	0	0	0	0.0628551226606842	0.0566014304902357
0	0.065553764048896	0.0613203607269341	0.87312587522417	0	0	0	0.065553764048896	0.0613203607269341
0	0.0641363116498522	0.0616773080231924	0.874186380326956	0	0	0	0.0641363116498522	0.0616773080231924
0	0.0609650835735615	0.062133822832834	0.876901093593604	0	0	0	0.0609650835735615	0.062133822832834
0	0.0668595261643263	0.0633410365388649	0.869799437296809	0	0	0	0.0668595261643263	0.0633410365388649
0	0.0649519811814319	0.0580995402637458	0.876948478554822	0	0	0	0.0649519811814319	0.0580995402637458
0	0.0579211117446582	0.05833615119884	0.883742737056502	0	0	0	0.0579211117446582	0.05833615119884
0	0.0602168890615491	0.0642299838414932	0.875553127096958	0	0	0	0.0602168890615491	0.0642299838414932
0	0.0652859252017576	0.0669955628060931	0.867718511992149	0	0	0	0.0652859252017576	0.0669955628060931
0	0.0642150754911597	0.0642480829655094	0.871536841543331	0	0	0	0.0642150754911597	0.0642480829655094
0	0.0506598576976634	0.0670531392920022	0.882287003010334	0	0	0	0.0506598576976634	0.0670531392920022
0	0.0565111058027175	0.0685054526007574	0.874983441596525	0	0	0	0.0565111058027175	0.0685054526007574
0	0.0672292871649996	0.0605212440808081	0.872249468754192	0	0	0	0.0672292871649996	0.0605212440808081
0	0.0622936733114535	0.0622002513474345	0.875506075341112	0	0	0	0.0622936733114535	0.0622002513474345
0	0.0661923015636398	0.0604474931951055	0.873360205241255	0	0	0	0.0661923015636398	0.0604474931951055
0	0.0612899768490943	0.0570710033593468	0.881639019791559	0	0	0	0.0612899768490943	0.0570710033593468
0	0.059192995621446	0.059999445969264	0.88080755840929	0	0	0	0.059192995621446	0.059999445969264
0	0.0632715005045558	0.062347347786937	0.874381151708507	0	0	0	0.0632715005045558	0.062347347786937
0	0.0606166389649992	0.0641504642020986	0.875232896832902	0	0	0	0.0606166389649992	0.0641504642020986
0	0.0594790140483544	0.0598234703890748	0.880697515562571	0	0	0	0.0594790140483544	0.0598234703890748
0	0.0611893979767781	0.0625268938091557	0.876283708214066	0	0	0	0.0611893979767781	0.0625268938091557
0	0.0688561166160966	0.0642564615659069	0.866887421817996	0	0	0	0.0688561166160966	0.0642564615659069
0	0.0628359554370343	0.0615588515841987	0.875605192978767	0	0	0	0.0628359554370343	0.0615588515841987
0	0.0638719586885976	0.0597069640393514	0.876421077272051	0	0	0	0.0638719586885976	0.0597069640393514
0	0.065104136552816	0.0640419097040128	0.870853953743171	0	0	0	0.065104136552816	0.0640419097040128
0	0.0641638261815017	0.0601731104957566	0.875663063322742	0	0	0	0.0641638261815017	0.0601731104957566
0	0.0607743734861012	0.0589496785866942	0.880275947927205	0	0	0	0.0607743734861012	0.0589496785866942
0	0.0680061540929665	0.0589705488954898	0.873023297011544	0	0	0	0.0680061540929665	0.0589705488954898
0	0.0614874375548623	0.0631313074540799	0.875381254991058	0	0	0	0.0614874375548623	0.0631313074540799
0	0.0646250137923904	0.058705746133063	0.876669240074546	0	0	0	0.0646250137923904	0.058705746133063
0	0.060387273933755	0.0560924444391186	0.883520281627126	0	0	0	0.060387273933755	0.0560924444391186
0	0.0630220162720112	0.055542999104048	0.881434984623941	0	0	0	0.0630220162720112	0.055542999104048
0	0.0595451903762744	0.0595400369430361	0.880914772680689	0	0	0	0.0595451903762744	0.0595400369430361
0	0.0611296650075699	0.0608545311248804	0.87801580386755	0	0	0	0.0611296650075699	0.0608545311248804
0	0.0676025871202178	0.0636721330287642	0.868725279851018	0	0	0	0.0676025871202178	0.0636721330287642
