p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00169586536698	0.445220155549	GO:0042594	b	3	response to starvation	867; 1373; 55846; 9474; 10634; 7482; 80149; 81929; 122622	WNT2B; GAS2L1; ITFG2; SEH1L; CBL; ATG5; ZC3H12A; ADSSL1; CPS1	187	40
0.00284104689389	0.173303860527	GO:0120114	c	2	Sm-like protein family complex	6636; 10569; 10713; 11218; 134353; 27257	DDX20; LSM1; SLU7; USP39; LSM11; SNRPF	78	21
0.00421653683962	0.495052530201	GO:0002819	b	5	regulation of adaptive immune response	4092; 4208; 7186; 8631; 80149	MEF2C; ZC3H12A; TRAF2; SMAD7; SKAP1	157	16
0.00518437990082	0.453086236036	GO:0001767	b	4	establishment of lymphocyte polarity	1794; 81704	DOCK2; DOCK8	11	2
0.00518437990082	0.453086236036	GO:0001771	b	4	immunological synapse formation	1794; 81704	DOCK2; DOCK8	14	2
0.00518437990082	0.453086236036	GO:0060431	b	4	primary lung bud formation	7482; 157506	WNT2B; RDH10	4	2
0.00518437990082	0.453086236036	GO:0030242	b	4	autophagy of peroxisome	9821; 91452	RB1CC1; ACBD5	5	2
0.00518437990082	0.495052530201	GO:0001768	b	5	establishment of T cell polarity	1794; 81704	DOCK2; DOCK8	10	2
0.00543087164527	0.453086236036	GO:0031669	b	4	cellular response to nutrient levels	867; 5469; 55846; 9474; 10634; 7482; 80149; 81929; 54332	WNT2B; GDAP1; GAS2L1; ITFG2; SEH1L; CBL; MED1; ATG5; ZC3H12A	232	47
0.00580422091723	0.445220155549	GO:0021517	b	3	ventral spinal cord development	2624; 2636; 8543; 161357	LMO4; GBX1; GATA2; MDGA2	45	11
0.00587119219024	0.453086236036	GO:0051963	b	4	regulation of synapse assembly	4208; 4593; 7476; 114798; 9746; 27286	MUSK; SLITRK1; MEF2C; SRPX2; WNT7A; CLSTN3	105	24
0.00629286438939	0.445220155549	GO:0017145	b	3	stem cell division	1638; 7476; 26354	GNL3; DCT; WNT7A	40	6
0.00629286438939	0.445220155549	GO:0045061	b	3	thymic T cell selection	1794; 9474; 3707	DOCK2; ITPKB; ATG5	21	6
0.00629286438939	0.453086236036	GO:0051383	b	4	kinetochore organization	10403; 55839; 64105	CENPK; CENPN; NDC80	22	6
0.00734450871711	0.612921091293	GO:0031248	c	3	protein acetyltransferase complex	6883; 8260; 339287; 51147; 51562	ING4; TAF12; MBIP; MSL1; NAA10	94	18
0.00734450871711	0.278228831264	GO:1902493	c	4	acetyltransferase complex	6883; 8260; 339287; 51562; 51147	ING4; TAF12; MBIP; MSL1; NAA10	94	18
0.0078952688328	0.446872215937	GO:0098609	b	3	cell-cell adhesion	1465; 3315; 4092; 170692; 8631; 80149; 81704; 114798; 3707; 57662; 57689; 9746; 255743; 27286	DOCK8; SKAP1; HSPB1; CAMSAP3; SMAD7; LRRC4C; NPNT; ITPKB; SRPX2; ZC3H12A; CSRP1; ADAMTS18; SLITRK1; CLSTN3	819	96
0.00939433069648	0.495052530201	GO:0006023	b	5	aminoglycan biosynthetic process	2132; 4060; 8704; 26035; 126792	GLCE; B3GALT6; B4GALT2; EXT2; LUM	111	19
