p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000499467272225	0.0274706999724	GO:0072509	m	5	divalent inorganic cation transmembrane transporter activity	201266; 7779; 55630	SLC39A4; SLC39A11; SLC30A1	25	3
0.000543470520439	0.280974259067	GO:0006888	b	4	ER to Golgi vesicle-mediated transport	2619; 6399; 9570; 10134; 10959; 11018; 11258; 11316; 51112; 27095	BCAP31; TMED2; TMED1; COPE; TRAPPC3; TRAPPC2; GOSR2; TRAPPC12; GAS1; DCTN3	220	38
0.00123693600187	0.0371080800562	GO:0030135	c	5	coated vesicle	538; 2060; 8322; 9570; 10134; 10959; 11018; 11316; 23245; 27072; 28988	BCAP31; EPS15; FZD4; TMED2; TMED1; COPE; ASTN2; GOSR2; DBNL; ATP7A; VPS41	285	49
0.00153845191625	0.11076853797	GO:0000776	c	2	kinetochore	4751; 5501; 7175; 11258; 51112; 79902; 119504; 23279; 25909	NEK2; PPP1CC; AHCTF1; NUP160; ANAPC16; NUP85; TPR; TRAPPC12; DCTN3	135	36
0.00187996908902	0.159797372567	GO:0030008	c	3	TRAPP complex	6399; 51112; 27095	TRAPPC3; TRAPPC2; TRAPPC12	12	4
0.00196225674575	0.400217412739	GO:0071466	b	4	cellular response to xenobiotic stimulus	779; 1392; 6198; 114907; 54541; 10891	DDIT4; RPS6KB1; PPARGC1A; FBXO32; CRH; CACNA1S	174	18
0.00212556943823	0.375373980168	GO:0071549	b	5	cellular response to dexamethasone stimulus	1392; 6198; 114907; 54541	DDIT4; CRH; RPS6KB1; FBXO32	32	8
0.00232234475477	0.400217412739	GO:0071548	b	4	response to dexamethasone	1392; 2309; 6198; 114907; 54541	FOXO3; DDIT4; CRH; RPS6KB1; FBXO32	43	13
0.00256730962303	0.375373980168	GO:0062014	b	5	negative regulation of small molecule metabolic process	978; 1196; 5341; 6591; 10464; 54541; 10891	PIBF1; DDIT4; CDA; PPARGC1A; SNAI2; CLK2; PLEK	95	25
0.00267990811323	0.233152005851	GO:0005793	c	4	endoplasmic reticulum-Golgi intermediate compartment	6399; 9570; 10134; 10959; 11018; 51112	BCAP31; TMED2; TMED1; TRAPPC2; TRAPPC12; GOSR2	126	19
0.00337280432969	0.510750510758	GO:0032409	b	3	regulation of transporter activity	538; 1392; 2669; 6236; 55917; 81831; 154881; 126755; 10891	LRRC38; KCTD7; RRAD; PPARGC1A; GEM; CRH; NETO2; ATP7A; CTTNBP2NL	252	40
0.00403326750612	0.375373980168	GO:0034762	b	5	regulation of transmembrane transport	538; 779; 1392; 2669; 6198; 6236; 7057; 7220; 7779; 55917; 10021; 81831; 126755; 10891	LRRC38; NETO2; RRAD; SLC30A1; RPS6KB1; HCN4; THBS1; PPARGC1A; TRPC1; CTTNBP2NL; CRH; CACNA1S; ATP7A; GEM	529	81
0.00442364864412	0.281330285029	GO:0014874	b	2	response to stimulus involved in regulation of muscle adaptation	6198; 114907; 10891	RPS6KB1; PPARGC1A; FBXO32	16	5
0.00442364864412	0.123508073671	GO:0005852	c	2	eukaryotic translation initiation factor 3 complex	8669; 10987; 51386	EIF3J; EIF3L; COPS5	16	5
0.00477997184015	0.0716995776022	GO:0000775	c	5	chromosome, centromeric region	4751; 5501; 7175; 11258; 79902; 51112; 119504; 23279; 25909	NEK2; PPP1CC; AHCTF1; NUP160; ANAPC16; NUP85; TPR; TRAPPC12; DCTN3	196	42
0.00561100748583	0.551064422897	GO:0048207	b	4	vesicle targeting, rough ER to cis-Golgi	6399; 9570; 10959; 27095	GOSR2; TRAPPC3; TRAPPC2; TMED2	67	10
0.00561100748583	0.244078825633	GO:0033116	c	4	endoplasmic reticulum-Golgi intermediate compartment membrane	9570; 10134; 10959; 11018	GOSR2; BCAP31; TMED2; TMED1	71	10
0.00563619005349	0.233220353931	GO:0016747	m	4	transferase activity, transferring acyl groups other than amino-acyl groups	54947; 10162; 10847; 401647; 51201; 112483; 284098; 26151; 27349	SRCAP; SAT2; ZDHHC2; MCAT; NAT9; LPCAT2; LPCAT3; GOLGA7B; PIGW	231	43
0.00601710801721	0.255727090731	GO:0043204	c	3	perikaryon	538; 1392; 3775; 5152; 345193; 23245	LRIT3; KCNK1; ASTN2; PDE9A; CRH; ATP7A	127	22
0.00632131203807	0.281330285029	GO:0060033	b	2	anatomical structure regression	57124; 51176	LEF1; CD248	10	2
0.00632131203807	0.123508073671	GO:0005577	c	2	fibrinogen complex	7057; 10875	FGL2; THBS1	8	2
0.00632131203807	0.436115479218	GO:0010851	m	3	cyclase regulator activity	2979; 84059	ADGRV1; GUCA1B	9	2
0.00632131203807	0.233220353931	GO:0004126	m	4	cytidine deaminase activity	978; 10930	APOBEC2; CDA	13	2
0.00632131203807	0.375373980168	GO:0071313	b	5	cellular response to caffeine	779; 10891	CACNA1S; PPARGC1A	8	2
0.00632131203807	0.375373980168	GO:0071415	b	5	cellular response to purine-containing compound	779; 10891	CACNA1S; PPARGC1A	11	2
0.0066523688408	0.510750510758	GO:0071496	b	3	cellular response to external stimulus	1030; 4055; 4929; 6591; 7184; 8408; 10514; 57535; 26153; 55630; 26263	CDKN2B; LTBR; ULK1; KIAA1324; NR4A2; KIF26A; HSP90B1; FBXO22; MYBBP1A; SNAI2; SLC39A4	333	60
0.0068615596484	0.123508073671	GO:0043227	c	2	membrane-bounded organelle	285; 538; 633; 978; 1024; 1030; 1196; 1663; 54947; 2060; 2309; 493856; 2669; 2958; 2979; 3295; 3775; 55775; 3978; 4055; 4091; 7779; 55347; 201266; 4751; 4929; 5090; 5152; 202018; 5441; 5501; 5775; 5818; 6198; 6399; 6496; 170392; 6591; 6658; 6692; 6793; 7057; 7086; 7095; 7175; 7184; 203190; 23057; 7469; 7542; 57002; 8216; 8314; 8322; 8408; 8578; 8717; 9057; 9112; 9130; 9489; 23195; 9570; 23456; 9697; 9741; 9935; 10134; 10162; 114907; 10213; 284273; 10425; 10464; 10514; 10797; 10847; 10875; 10930; 10959; 11017; 11018; 11019; 11164; 11166; 11211; 11258; 11316; 400569; 10987; 728294; 83892; 89874; 168451; 51367; 143888; 51386; 79039; 79050; 79068; 390010; 79102; 79576; 56181; 342371; 57124; 342897; 113878; 81533; 124925; 219855; 344658; 57451; 345193; 57535; 401647; 148979; 50805; 116448; 83706; 23471; 51112; 51176; 51201; 51263; 84059; 84069; 84135; 84305; 84340; 51804; 112483; 22828; 6120; 151194; 51004; 79902; 119504; 54521; 54541; 284098; 54949; 54978; 55284; 55630; 121260; 23119; 23245; 23279; 23380; 56674; 286144; 253714; 57186; 57380; 57697; 58499; 222389; 11083; 25909; 26098; 9817; 26263; 91862; 27034; 27072; 27095; 387597; 125476; 27349; 387893; 60678; 389434; 28988; 27006; 64131; 202915; 10891	PIBF1; AHCTF1; ILDR2; STK10; NELFA; BGN; ADGRV1; MAFB; SLC30A1; LTBR; SLC39A11; EIF3L; FAM50A; SIX4; ANAPC16; SIX3; SAMD7; LIG1; MARVELD3; IRX4; OLIG1; RALGAPA2; CDKN2B; HIC2; DDIT4; MRPL30; XYLT1; TMEM9B; SLC25A21; TPR; SNAI2; TMEM184A; TDP1; SLC15A4; MCAT; KCTD10; DBNL; ITFG1; TRAPPC3; TRAPPC2; ZADH2; APOBEC2; NKAP; SNRNP27; POP5; LZTR1; D2HGDH; SLC7A6; LRIT3; KDELC2; NUP85; SEC62; COPS5; GOLGA7B; PGS1; FZD10; ATP7A; ARIH2; SDHAF2; NEK2; ABHD10; PPARGC1A; DDX54; THBS1; NR4A2; TKT; NKX1-2; ANGPT2; GEM; CISD2; VPS41; NUDT5; MMS22L; ASTN2; SPINT1; PYM1; POLR2L; SLC39A4; FTO; PTPN4; NOC4L; ZDHHC2; MTHFD2; ACAD8; PSMD14; GFM2; ABCB10; FBXO32; MYBBP1A; GOSR2; CLK2; FGF22; UBE2W; GUCA1B; MDN1; SMAD6; SRGAP2; TENM2; DCTN3; FZD4; TMED2; TMED1; RPS6KB1; TRADD; INO80C; FBXO22; NECTIN1; UTP15; TRAPPC12; NMNAT2; FANCM; DIDO1; BEND7; GLIS1; KIAA1324; EEFSEC; NCCRP1; SEZ6; HSP90B1; TAPT1; LEF1; RNF26; SCAF8; OIT3; BCAP31; CDA; SCARF1; ATXN1L; FGL2; TRAM1; KEAP1; TRAM2; CDK8; SRCAP; IYD; SAT2; LAPTM4A; DTX2; FOXO3; PDE9A; GTF2A2; LGI3; SOX3; YAE1D1; CD248; SLC37A2; EPS15; TRIQK; DDX11; PLEKHN1; KCNK1; MED11; LPCAT2; LPCAT3; RPE; HSD17B4; MTA1; ULK1; LIAS; COPE; ZFPL1; NUP160; MRS2; METTL21A; PIGW; WDR44; PBX3; MTFR1L; SOX21; SLC35F6; PPP1CC; FERMT3; EDRF1; THAP5; KMT5A; ZNF462; BAP1; COQ6	12507	2035
0.0076103681958	0.551064422897	GO:0097327	b	4	response to antineoplastic agent	1392; 1663; 2309; 6198; 114907; 54541	DDIT4; DDX11; RPS6KB1; FOXO3; FBXO32; CRH	97	23
0.00811183191509	0.375373980168	GO:0048193	b	5	Golgi vesicle transport	2060; 2619; 6399; 9570; 10134; 10959; 11018; 11258; 11316; 51112; 26153; 27095	BCAP31; EPS15; TMED2; TMED1; COPE; TRAPPC3; TRAPPC2; KIF26A; GOSR2; TRAPPC12; GAS1; DCTN3	374	70
0.00827322945732	0.281330285029	GO:0007585	b	2	respiratory gaseous exchange	4929; 5090; 9935; 79068	NR4A2; MAFB; PBX3; FTO	64	11
0.00827322945732	0.510750510758	GO:0048199	b	3	vesicle targeting, to, from or within Golgi	6399; 9570; 10959; 27095	GOSR2; TRAPPC3; TRAPPC2; TMED2	75	11
0.00827322945732	0.375373980168	GO:1903036	b	5	positive regulation of response to wounding	538; 5341; 7057; 8578	PLEK; ATP7A; SCARF1; THBS1	59	11
0.00827322945732	0.375373980168	GO:0006901	b	5	vesicle coating	6399; 9570; 10959; 27095	GOSR2; TRAPPC3; TRAPPC2; TMED2	71	11
0.00832929835469	0.510750510758	GO:0002089	b	3	lens morphogenesis in camera-type eye	1969; 5818; 6496	NECTIN1; EPHA2; SIX3	20	6
0.00832929835469	0.551064422897	GO:0043576	b	4	regulation of respiratory gaseous exchange	4929; 5090; 79068	NR4A2; PBX3; FTO	23	6
0.00832929835469	0.551064422897	GO:0019321	b	4	pentose metabolic process	6120; 7086; 11164	TKT; RPE; NUDT5	15	6
0.00832929835469	0.233220353931	GO:0016814	m	4	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	978; 10797; 10930	APOBEC2; CDA; MTHFD2	35	6
0.00832929835469	0.152703803169	GO:0035252	m	5	UDP-xylosyltransferase activity	727936; 143888; 64131	KDELC2; GXYLT2; XYLT1	11	6
0.00832929835469	0.152703803169	GO:0042285	m	5	xylosyltransferase activity	727936; 143888; 64131	KDELC2; GXYLT2; XYLT1	11	6
0.00886615329133	0.510750510758	GO:0031668	b	3	cellular response to extracellular stimulus	1030; 4929; 6591; 7184; 8408; 10514; 57535; 26153; 55630; 26263	CDKN2B; ULK1; KIAA1324; NR4A2; KIF26A; HSP90B1; FBXO22; MYBBP1A; SNAI2; SLC39A4	264	54
