p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000397052951131	0.139365585847	GO:0009410	b	3	response to xenobiotic stimulus	779; 1268; 1392; 1816; 1978; 2309; 2903; 4929; 5520; 6198; 114907; 63826; 54541; 10891	ENSG00000187840; ENSG00000221914; ENSG00000169676; ENSG00000183454; ENSG00000167720; ENSG00000147571; ENSG00000108443; ENSG00000168209; ENSG00000081248; ENSG00000109819; ENSG00000118432; ENSG00000153234; ENSG00000118689; ENSG00000156804	288	62
0.00056157547534	0.0595270003861	GO:0004126	m	4	cytidine deaminase activity	978; 10930; 57379	ENSG00000111732; ENSG00000124701; ENSG00000158825	13	3
0.00120064049681	0.16568838856	GO:0007585	b	2	respiratory gaseous exchange	128; 4929; 5090; 7134; 9935; 79068	ENSG00000197894; ENSG00000204103; ENSG00000167081; ENSG00000140718; ENSG00000153234; ENSG00000114854	64	16
0.00172805659308	0.552000369284	GO:0071548	b	4	response to dexamethasone	1392; 1978; 2309; 6198; 114907; 54541	ENSG00000187840; ENSG00000147571; ENSG00000108443; ENSG00000168209; ENSG00000156804; ENSG00000118689	43	17
0.00182879290965	0.497591791401	GO:0071549	b	5	cellular response to dexamethasone stimulus	1392; 1978; 6198; 114907; 54541	ENSG00000187840; ENSG00000168209; ENSG00000156804; ENSG00000147571; ENSG00000108443	32	12
0.00210809664127	0.111729121987	GO:0061578	m	4	Lys63-specific deubiquitinase activity	10213; 51029; 389856	ENSG00000121644; ENSG00000273820; ENSG00000115233	12	4
0.00210809664127	0.497591791401	GO:1903846	b	5	positive regulation of cellular response to transforming growth factor beta stimulus	1030; 7057; 116844	ENSG00000171236; ENSG00000137801; ENSG00000147883	28	4
0.00210809664127	0.14967486153	GO:0072509	m	5	divalent inorganic cation transmembrane transporter activity	201266; 7779; 55630	ENSG00000170385; ENSG00000147804; ENSG00000133195	25	4
0.00220807701251	0.552000369284	GO:0070848	b	4	response to growth factor	285; 538; 1030; 1969; 2309; 2619; 3164; 199699; 4091; 5441; 6198; 6591; 6692; 7050; 7057; 7175; 8322; 8817; 80139; 345193; 51176; 116844; 54541; 25878; 23769; 27302; 27006; 10891	ENSG00000019549; ENSG00000118689; ENSG00000108443; ENSG00000177700; ENSG00000138795; ENSG00000126500; ENSG00000047410; ENSG00000180447; ENSG00000174804; ENSG00000147883; ENSG00000137834; ENSG00000168209; ENSG00000109819; ENSG00000091879; ENSG00000177426; ENSG00000163217; ENSG00000070388; ENSG00000166145; ENSG00000165240; ENSG00000183779; ENSG00000123358; ENSG00000142627; ENSG00000171236; ENSG00000183423; ENSG00000156427; ENSG00000137801; ENSG00000179284; ENSG00000101825	699	194
0.00252258598146	0.25982635609	GO:0043204	c	3	perikaryon	538; 1261; 1392; 1943; 3775; 5152; 7855; 345193; 23245	ENSG00000148219; ENSG00000160191; ENSG00000183423; ENSG00000099617; ENSG00000147571; ENSG00000163251; ENSG00000144191; ENSG00000135750; ENSG00000165240	127	37
0.00411957233204	0.497591791401	GO:0043279	b	5	response to alkaloid	779; 1268; 1392; 1816; 5520; 63826; 10891	ENSG00000169676; ENSG00000118432; ENSG00000147571; ENSG00000221914; ENSG00000109819; ENSG00000167720; ENSG00000081248	107	26
0.00414617751608	0.146498272235	GO:0016814	m	4	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	978; 10797; 10930; 57379	ENSG00000111732; ENSG00000065911; ENSG00000124701; ENSG00000158825	35	9
0.0043746207515	0.497591791401	GO:1903844	b	5	regulation of cellular response to transforming growth factor beta stimulus	1030; 199699; 4091; 7057; 80139; 116844	ENSG00000147883; ENSG00000183779; ENSG00000137834; ENSG00000171236; ENSG00000137801; ENSG00000179284	113	20
0.0044476354386	0.306886845263	GO:0009605	b	2	response to external stimulus	128; 285; 1030; 1268; 1910; 1943; 1969; 1978; 2309; 2743; 2829; 2903; 2979; 3164; 3655; 4055; 4363; 4929; 5341; 5501; 5818; 6010; 6198; 6513; 6591; 7057; 7103; 7184; 7855; 8314; 8408; 5740; 8578; 8717; 8817; 9034; 9112; 10059; 10514; 10991; 11019; 131890; 79102; 63826; 90268; 57535; 51176; 84059; 116844; 26153; 79902; 54541; 54765; 55630; 57379; 26263; 92140; 388125; 10891	ENSG00000019549; ENSG00000136160; ENSG00000117394; ENSG00000197894; ENSG00000118432; ENSG00000147804; ENSG00000108443; ENSG00000188338; ENSG00000171236; ENSG00000111732; ENSG00000138795; ENSG00000066735; ENSG00000115956; ENSG00000132382; ENSG00000153234; ENSG00000154124; ENSG00000091409; ENSG00000112599; ENSG00000147883; ENSG00000099617; ENSG00000183454; ENSG00000121797; ENSG00000168209; ENSG00000173578; ENSG00000109819; ENSG00000074660; ENSG00000167720; ENSG00000091879; ENSG00000125450; ENSG00000147649; ENSG00000173456; ENSG00000187840; ENSG00000124212; ENSG00000163251; ENSG00000111321; ENSG00000110400; ENSG00000166326; ENSG00000087470; ENSG00000164199; ENSG00000167196; ENSG00000118689; ENSG00000123358; ENSG00000142627; ENSG00000205502; ENSG00000116299; ENSG00000127324; ENSG00000166598; ENSG00000109738; ENSG00000177169; ENSG00000186298; ENSG00000156427; ENSG00000121897; ENSG00000137801; ENSG00000114124; ENSG00000163914; ENSG00000102871; ENSG00000103222; ENSG00000163930; ENSG00000182979	2479	516
