014704	CTOv12scf1	341	12204	-	24808	9114	2.7219662058372
014705	CTOv12scf1	23922	24294	-	1265	240	5.2708333333333
014706	CTOv12scf1	27988	47731	-	12615	2367	5.3295310519645
014707	CTOv12scf1	59659	84271	-	10592	2406	4.402327514547
014708	CTOv12scf1	120853	143466	-	12064	2421	4.9830648492359
014692	CTOv12scf1	224389	244726	+	12642	2646	4.7777777777778
014725	CTOv12scf1	246447	246935	+	1499	489	3.0654396728016
014709	CTOv12scf1	250171	261146	-	16193	2991	5.4139083918422
014724	CTOv12scf1	263418	267851	+	3038	597	5.0887772194305
014693	CTOv12scf1	285713	290827	+	3732	492	7.5853658536585
014694	CTOv12scf1	292059	296168	+	2955	528	5.5965909090909
014710	CTOv12scf1	296169	300304	-	11371	2616	4.3467125382263
014711	CTOv12scf1	310244	323945	-	49871	8496	5.8699387947269
014695	CTOv12scf1	325077	332331	+	1266	444	2.8513513513514
014696	CTOv12scf1	334136	335605	+	5217	945	5.5206349206349
014712	CTOv12scf1	337518	341263	-	12062	2367	5.0959019856358
014697	CTOv12scf1	346014	362303	+	30668	6294	4.8725770575151
000001	CTOv12scf1	362306	368485	+	12408	2640	4.7
014713	CTOv12scf1	369183	374812	-	4735	1239	3.8216303470541
014698	CTOv12scf1	379900	387265	+	15251	2802	5.44289793005
000002	CTOv12scf1	392270	396241	+	3809	672	5.6681547619048
000003	CTOv12scf1	399331	402534	+	1209	471	2.5668789808917
014699	CTOv12scf1	405481	407941	+	4176	861	4.8501742160279
014714	CTOv12scf1	408474	412554	-	9214	2154	4.2776230269266
014715	CTOv12scf1	414547	434946	-	17028	3423	4.9745836985101
014727	CTOv12scf1	437531	437731	-	785	201	3.9054726368159
014716	CTOv12scf1	439480	457131	-	14927	3294	4.5315725561627
014717	CTOv12scf1	462140	466900	-	6154	1368	4.4985380116959
014700	CTOv12scf1	467640	474541	+	10962	2691	4.0735785953177
030175	CTOv12scf1	474433	479973	-	7253	1470	4.9340136054422
014718	CTOv12scf1	521040	545971	-	33401	7203	4.6370956545884
014719	CTOv12scf1	562404	587647	-	36808	7584	4.8533755274262
014720	CTOv12scf1	590005	593558	-	6259	1221	5.1261261261261
014701	CTOv12scf1	596084	599510	+	10573	1899	5.5676671932596
014721	CTOv12scf1	599684	610188	-	3632	687	5.2867540029112
000004	CTOv12scf1	611786	627962	+	41015	8469	4.8429566654859
029261	CTOv12scf1	631509	645205	+	18069	3885	4.6509652509653
029262	CTOv12scf1	659745	663092	+	7607	1593	4.7752667922159
014726	CTOv12scf1	664625	665410	-	329	402	0.818407960199
014702	CTOv12scf1	667310	739522	+	19380	4287	4.5206438068579
014722	CTOv12scf1	740584	744197	-	3020	639	4.7261345852895
014703	CTOv12scf1	744974	749602	+	14557	3072	4.7386067708333
014723	CTOv12scf1	752104	765097	-	5473	1221	4.4823914823915
014728	CTOv12scf1	815052	852835	+	9380	1584	5.9217171717172
014729	CTOv12scf1	865567	889189	+	11137	2043	5.4512971120901
014765	CTOv12scf1	917407	917634	+	771	228	3.3815789473684
014767	CTOv12scf1	1058803	1058898	+	425	96	4.4270833333333
014730	CTOv12scf1	1075413	1076167	+	1608	345	4.6608695652174
014750	CTOv12scf1	1084682	1088538	-	5836	1254	4.6539074960128
014763	CTOv12scf1	1107498	1107875	+	2842	378	7.5185185185185
014768	CTOv12scf1	1126900	1126971	-	250	72	3.4722222222222
014731	CTOv12scf1	1275659	1278391	+	3905	771	5.064850843061
014762	CTOv12scf1	1365622	1366056	-	1200	435	2.7586206896552
014732	CTOv12scf1	1371208	1375864	+	5015	1335	3.7565543071161
014766	CTOv12scf1	1376485	1376789	-	1065	198	5.3787878787879
014751	CTOv12scf1	1380993	1400977	-	25686	5535	4.6406504065041
014733	CTOv12scf1	1407347	1408696	+	2514	417	6.0287769784173
014752	CTOv12scf1	1414480	1423858	-	6139	1140	5.3850877192982
014753	CTOv12scf1	1429648	1463737	-	8199	2103	3.8987161198288
014734	CTOv12scf1	1485694	1487289	+	2583	606	4.2623762376238
014764	CTOv12scf1	1521320	1528156	+	3258	861	3.7839721254355
014754	CTOv12scf1	1530894	1536122	-	395	942	0.41932059447983
014735	CTOv12scf1	1544252	1564315	+	6671	1188	5.6153198653199
014755	CTOv12scf1	1581594	1585848	-	3822	897	4.2608695652174
014756	CTOv12scf1	1586434	1595223	-	15320	3114	4.9197174052665
014757	CTOv12scf1	1599305	1607018	-	8526	1506	5.6613545816733
014736	CTOv12scf1	1618346	1635817	+	21317	4365	4.8836197021764
014737	CTOv12scf1	1640784	1653670	+	17120	3570	4.7955182072829
014738	CTOv12scf1	1655810	1658108	+	3047	495	6.1555555555556
014739	CTOv12scf1	1658857	1673474	+	22522	4650	4.8434408602151
014740	CTOv12scf1	1675134	1677251	+	6927	714	9.7016806722689
014741	CTOv12scf1	1678695	1684591	+	17235	2859	6.0283315844701
014742	CTOv12scf1	1685513	1689212	+	10602	2076	5.106936416185
014743	CTOv12scf1	1690590	1695587	+	5158	1086	4.7495395948435
014744	CTOv12scf1	1699817	1711685	+	18674	3381	5.5232179828453
014758	CTOv12scf1	1714010	1715839	-	7103	1347	5.2731997030438
014745	CTOv12scf1	1719784	1747752	+	14084	2604	5.4086021505376
014746	CTOv12scf1	1748394	1750135	+	6904	1155	5.9774891774892
014759	CTOv12scf1	1750225	1758352	-	12119	1803	6.7215751525236
014760	CTOv12scf1	1758767	1761943	-	4291	780	5.5012820512821
014747	CTOv12scf1	1764116	1766600	+	3693	903	4.0897009966777
014761	CTOv12scf1	1770801	1771430	-	2425	630	3.8492063492063
014791	CTOv12scf1	1784617	1803652	-	15052	2877	5.2318387208898
014792	CTOv12scf1	1816155	1821720	-	1401	282	4.968085106383
014748	CTOv12scf1	1824030	1826276	+	1371	243	5.641975308642
014793	CTOv12scf1	1828664	1838957	-	6034	1023	5.8983382209189
014749	CTOv12scf1	1843612	1845641	+	7649	1164	6.5713058419244
030176	CTOv12scf1	1852441	1861849	-	8107	1740	4.6591954022989
014794	CTOv12scf1	1863649	1874445	-	13884	2601	5.3379469434833
014769	CTOv12scf1	1899819	1909910	+	22442	2334	9.6152527849186
014770	CTOv12scf1	1913555	1921883	+	8934	1560	5.7269230769231
014795	CTOv12scf1	1921942	1936417	-	9472	2550	3.7145098039216
014796	CTOv12scf1	1943086	1953216	-	4293	714	6.0126050420168
014771	CTOv12scf1	1954538	1960544	+	6261	1788	3.501677852349
014797	CTOv12scf1	1965725	1973325	-	7058	1221	5.7805077805078
014798	CTOv12scf1	1975060	1978950	-	7752	1437	5.3945720250522
014799	CTOv12scf1	1987071	1991510	-	8143	1404	5.7998575498575
014772	CTOv12scf1	1997168	2014188	+	34638	10482	3.304522037779
014773	CTOv12scf1	2021628	2032879	+	17283	3912	4.4179447852761
000005	CTOv12scf1	2047447	2054102	+	8886	1650	5.3854545454545
014774	CTOv12scf1	2060717	2069218	+	14379	3336	4.3102517985612
014775	CTOv12scf1	2070551	2074877	+	11794	2622	4.4980930587338
014800	CTOv12scf1	2074705	2084397	-	7458	1440	5.1791666666667
014776	CTOv12scf1	2085581	2089351	+	9400	2181	4.30994956442
014801	CTOv12scf1	2091128	2093845	-	3191	534	5.9756554307116
014802	CTOv12scf1	2104604	2113170	-	13355	2850	4.6859649122807
000006	CTOv12scf1	2117233	2132512	-	12623	2628	4.8032724505327
014803	CTOv12scf1	2135176	2142658	-	7490	1536	4.8763020833333
014777	CTOv12scf1	2145552	2154333	+	13053	2967	4.3993933265925
014778	CTOv12scf1	2162023	2165076	+	4766	963	4.9491173416407
014826	CTOv12scf1	2173456	2173515	-	388	60	6.4666666666667
014823	CTOv12scf1	2175820	2176119	+	0	300	0
014779	CTOv12scf1	2212421	2254014	+	8137	1989	4.0910005027652
014824	CTOv12scf1	2263048	2263320	-	1370	273	5.018315018315
014780	CTOv12scf1	2267985	2270374	+	1743	231	7.5454545454545
