029611	NORv12scf1	3127	4049	-	4368	660	6.6181818181818	1	Keep
029612	NORv12scf1	8042	8964	-	4381	660	6.6378787878788	1	Keep
029618	NORv12scf1	10125	12422	+	3018	489	6.1717791411043	1	Keep
029621	NORv12scf1	26004	26357	+	307	354	0.86723163841808	1	Keep
000001	NORv12scf1	26929	28494	+	28198	642	43.922118380062	0	Exclude
029620	NORv12scf1	113918	114220	-	6717	303	22.168316831683	0.59452952432992	Keep
029624	NORv12scf1	183388	183477	+	35	90	0.38888888888889	1	Keep
029619	NORv12scf1	291726	292145	-	37402	420	89.052380952381	0	Exclude
029600	NORv12scf1	518783	743515	+	70460	3258	21.626764886433	0.734945070440314	Keep
029613	NORv12scf1	536870	537175	-	1727	306	5.6437908496732	1	Keep
029601	NORv12scf1	790153	823196	+	23000	1020	22.549019607843	0.503832288982967	Keep
029614	NORv12scf1	823114	871286	-	54496	3006	18.129075182967	1	Keep
029602	NORv12scf1	875234	895332	+	21042	1026	20.508771929825	1	Keep
029603	NORv12scf1	938203	938556	+	8243	354	23.285310734463	0.351406432188963	Keep
029604	NORv12scf1	1091165	1169939	+	13781	855	16.118128654971	1	Keep
029605	NORv12scf1	1187641	1215959	+	20439	987	20.70820668693	0.992053171087055	Keep
029615	NORv12scf1	1217513	1231784	-	28625	1359	21.063281824871	0.891046057760832	Keep
029606	NORv12scf1	1233579	1235242	+	16606	732	22.685792349727	0.473127527741379	Keep
029616	NORv12scf1	1238088	1267548	-	82701	4059	20.374722838137	1	Keep
029607	NORv12scf1	1295707	1329916	+	87838	3771	23.29302572262	0.349981789530313	Keep
029617	NORv12scf1	1358627	1369761	-	48058	1959	24.53190403267	0.16826281012804	Keep
031592	NORv12scf1	1379516	1407159	-	13231	795	16.642767295597	1	Keep
031591	NORv12scf1	1420911	1455145	-	41704	2211	18.862053369516	1	Keep
029622	NORv12scf1	1465474	1465693	-	0	171	0	1	Keep
029608	NORv12scf1	1470186	1478459	+	13727	846	16.225768321513	1	Keep
029609	NORv12scf1	1483458	1520217	+	16941	915	18.514754098361	1	Keep
031593	NORv12scf1	1526716	1527828	-	27778	1113	24.95777178796	0.125978995323996	Keep
000002	NORv12scf1	1539732	1549580	-	28462	1497	19.012692050768	1	Keep
029610	NORv12scf1	1551459	1581082	+	51808	2283	22.692947875602	0.471549992648592	Keep
029623	NORv12scf1	1586275	1586565	+	3929	291	13.501718213058	1	Keep
020158	NORv12scf2	83	17484	+	3461	402	8.6094527363184	1	Keep
019212	NORv12scf4	333	331771	-	49071	2280	21.522368421053	0.763254934680395	Keep
019214	NORv12scf4	359259	359777	+	1215	519	2.3410404624277	1	Keep
019213	NORv12scf4	437925	439497	-	35498	1449	24.498274672188	0.172008953610248	Keep
019215	NORv12scf4	461822	462070	-	1336	249	5.3654618473896	1	Keep
027382	NORv12scf7	1001	9437	+	27735	1419	19.545454545455	1	Keep
002129	NORv12scf7	10801	13348	-	13747	1062	12.944444444444	1	Keep
027385	NORv12scf7	18022	60332	-	97579	4554	21.427097057532	0.789370664696484	Keep
002130	NORv12scf7	65794	85212	-	22733	1110	20.48018018018	1	Keep
002131	NORv12scf7	85408	106779	-	60902	2817	21.619453319134	0.736916617445293	Keep
027387	NORv12scf7	130735	130863	-	2620	129	20.31007751938	1	Keep
027383	NORv12scf7	151093	232665	+	43739	2487	17.587052673904	1	Keep
027386	NORv12scf7	311216	311383	+	3268	168	19.452380952381	1	Keep
027384	NORv12scf7	418377	421392	+	18741	1092	17.162087912088	1	Keep
002132	NORv12scf7	450387	670097	-	12314	1869	6.5885500267523	1	Keep
023266	NORv12scf8	2327	2681	-	0	348	0	1	Keep
023268	NORv12scf8	3515	3697	+	500	183	2.7322404371585	1	Keep
023267	NORv12scf8	3991	4285	-	403	201	2.0049751243781	1	Keep
016552	NORv12scf9	4161	4715	+	36	555	0.064864864864865	1	Keep
016551	NORv12scf9	7770	8126	+	320	150	2.1333333333333	1	Keep
030809	NORv12scf10	4695	53794	+	103071	5064	20.353672985782	1	Keep
030808	NORv12scf10	59632	67830	+	54103	2226	24.305031446541	0.194752208357407	Keep
016501	NORv12scf10	83435	95572	+	23412	873	26.817869415808	0.0281232215393339	Keep
016502	NORv12scf10	97303	113757	+	42277	2145	19.709557109557	1	Keep
016503	NORv12scf10	124667	137082	+	23546	1065	22.108920187793	0.609325992394007	Keep
000003	NORv12scf10	152311	235293	+	41755	2046	20.408113391984	1	Keep
016510	NORv12scf10	240712	244403	-	18473	795	23.236477987421	0.360508880315501	Keep
016504	NORv12scf10	273497	313835	+	32601	1407	23.170575692964	0.373025371117779	Keep
016511	NORv12scf10	315140	320709	-	12301	576	21.355902777778	0.80904387868418	Keep
016505	NORv12scf10	324346	329919	+	41069	1749	23.481417953116	0.316334915271142	Keep
016506	NORv12scf10	333370	336299	+	13307	594	22.402356902357	0.537890163708145	Keep
016507	NORv12scf10	359236	375618	+	24278	1173	20.697357203751	0.995149798482018	Keep
016508	NORv12scf10	388472	392362	+	40462	1905	21.239895013123	0.841355183896071	Keep
030810	NORv12scf10	393549	402267	-	45391	2178	20.840679522498	0.954266865680995	Keep
030811	NORv12scf10	405393	411544	-	14910	675	22.088888888889	0.614352719513764	Keep
016509	NORv12scf10	423300	426635	+	22609	828	27.305555555556	0.017786994998513	Keep
016517	NORv12scf10	428377	428478	+	1630	102	15.980392156863	1	Keep
016516	NORv12scf10	460935	461246	-	5819	312	18.650641025641	1	Keep
016512	NORv12scf10	461831	549529	-	39357	1827	21.541871921182	0.757940638040289	Keep
016514	NORv12scf10	629371	629866	+	4120	426	9.6713615023474	1	Keep
016515	NORv12scf10	703822	704217	-	36	396	0.090909090909091	1	Keep
016513	NORv12scf10	712225	750260	-	4934	255	19.349019607843	1	Keep
025374	NORv12scf12	36614	66082	+	29163	1524	19.135826771654	1	Keep
027968	NORv12scf13	118	21170	+	270785	3348	80.87962962963	0	Exclude
031518	NORv12scf13	78110	102583	+	235549	9408	25.037096088435	0.119107884998765	Keep
031519	NORv12scf13	126084	127739	+	36048	1656	21.768115942029	0.697187192032866	Keep
027969	NORv12scf13	129713	130432	+	2869	720	3.9847222222222	1	Keep
027978	NORv12scf13	130889	146688	-	90538	4578	19.776758409786	1	Keep
027970	NORv12scf13	147537	153438	+	39614	888	44.61036036036	0	Exclude
027993	NORv12scf13	153572	153919	-	6986	348	20.074712643678	1	Keep
