p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00148886406961	0.336483279733	GO:0060191	b	5	regulation of lipase activity	183; 2321; 4915; 9373	PLAA; AGT; NTRK2; FLT1	95	15
0.00175538396123	0.0877691980615	GO:0030055	c	2	cell-substrate junction	388; 726; 2321; 3845; 22801; 9358; 81848; 64759	FLT1; CAPN5; ITGA11; SPRY4; TNS3; RHOB; KRAS; ITGBL1	413	65
0.00175538396123	0.0930353499452	GO:0005924	c	3	cell-substrate adherens junction	388; 726; 2321; 3845; 22801; 9358; 81848; 64759	FLT1; CAPN5; ITGA11; SPRY4; TNS3; RHOB; KRAS; ITGBL1	409	65
0.00175538396123	0.084258430139	GO:0005925	c	4	focal adhesion	388; 726; 2321; 3845; 22801; 9358; 81848; 64759	FLT1; CAPN5; ITGA11; SPRY4; TNS3; RHOB; KRAS; ITGBL1	406	65
0.00363055591979	0.403461320263	GO:1903332	b	4	regulation of protein folding	9141; 9529	PDCD5; BAG5	9	3
0.00363055591979	0.379127111616	GO:1903333	b	5	negative regulation of protein folding	9141; 9529	PDCD5; BAG5	5	3
0.00408883963392	0.330691957971	GO:0048167	b	3	regulation of synaptic plasticity	183; 2648; 3845; 4915; 140730	RIMS4; AGT; NTRK2; KAT2A; KRAS	179	31
0.00504825721108	0.403461320263	GO:0007399	b	4	nervous system development	183; 1745; 1822; 2186; 2648; 3642; 3845; 4131; 4861; 4915; 4975; 5087; 5361; 8660; 9806; 79809; 114569; 9373; 53358; 54549; 9529; 23654; 11141; 6297; 63915	BPTF; IL1RAPL1; BAG5; SDK2; KAT2A; NPAS1; AGT; PLXNB2; BLOC1S5; NTRK2; KRAS; DLX1; MAP1B; SHC3; MAL2; ATN1; SALL2; PLAA; PBX1; PLXNA1; TTC21B; IRS2; INSM1; OMP; SPOCK2	2335	423
0.00553309599717	0.330691957971	GO:0050794	b	3	regulation of cellular process	113; 183; 388; 726; 1108; 1745; 1822; 2186; 2321; 2648; 3227; 134391; 3607; 3642; 3845; 3954; 4131; 4850; 4861; 4915; 4975; 5087; 5361; 22801; 5862; 6010; 56998; 6870; 7088; 8045; 8533; 8660; 205717; 9141; 9358; 9391; 9806; 9969; 23369; 79444; 440097; 79738; 79809; 89887; 81848; 246329; 83483; 84334; 84749; 9373; 53358; 9529; 54879; 54915; 645121; 22843; 63915; 23654; 11141; 56897; 140730; 6297; 64783; 55844; 81567; 63951; 10767; 64759; 392617	BPTF; IL1RAPL1; FOXK2; BAG5; BIRC7; COPS3; TLE1; LETM1; KAT2A; WRNIP1; CIAO1; RAB2A; YTHDF1; ITGA11; NPAS1; SPRY4; AGT; CCNI2; FLT1; PLVAP; PPM1E; ITGBL1; ZNF628; CHD4; APOPT1; TXNDC5; NTRK2; USF3; CAPN5; MED13; RBM15; ST7L; RIMS4; KRAS; DLX1; CNOT4; PLXNB2; MAP1B; HBS1L; SPOCK2; SHC3; PPP2R2D; STAC3; BLOC1S5; HOXC11; TNS3; ATN1; RASSF7; SALL2; USP30; RHOB; PLAA; TACR3; ELFN1; PBX1; DBX2; PUM2; GPR151; ADCY7; PDCD5; PLXNA1; DMRTA1; TTC21B; IRS2; INSM1; BBS10; OMP; RHO; CTNNBIP1	10850	1594
0.00554445854268	0.164413382171	GO:0007631	b	2	feeding behavior	183; 4915; 6870; 80010	AGT; TACR3; RMI1; NTRK2	104	21
0.0055734599658	0.330691957971	GO:0061138	b	3	morphogenesis of a branching epithelium	183; 3845; 5087; 5361; 56998; 64783	PLXNA1; RBM15; CTNNBIP1; KRAS; AGT; PBX1	182	47
0.00575992202846	0.145420583772	GO:0019003	m	4	GDP binding	388; 3845; 5862	RAB2A; RHOB; KRAS	63	11
0.00619078756651	0.164413382171	GO:0001763	b	2	morphogenesis of a branching structure	183; 3845; 5087; 5361; 56998; 64783	PLXNA1; RBM15; CTNNBIP1; KRAS; AGT; PBX1	196	48
0.00709368701326	0.177342175332	GO:0098636	c	2	protein complex involved in cell adhesion	22801; 9358	ITGA11; ITGBL1	35	4
0.00709368701326	0.125321803901	GO:0002116	c	3	semaphorin receptor complex	5361; 23654	PLXNB2; PLXNA1	11	4
0.00709368701326	0.125321803901	GO:0008305	c	3	integrin complex	22801; 9358	ITGA11; ITGBL1	32	4
0.00709368701326	0.403461320263	GO:0038179	b	4	neurotrophin signaling pathway	183; 4915	AGT; NTRK2	39	4
0.00709368701326	0.145420583772	GO:0017154	m	4	semaphorin receptor activity	5361; 23654	PLXNB2; PLXNA1	11	4
0.00709368701326	0.379127111616	GO:0048011	b	5	neurotrophin TRK receptor signaling pathway	183; 4915	AGT; NTRK2	31	4
0.00771865785596	0.403461320263	GO:0045595	b	4	regulation of cell differentiation	183; 1745; 2648; 3642; 3845; 4131; 4850; 4915; 5087; 5361; 56998; 205717; 9806; 9373; 9529; 23654; 11141; 64783; 63915	PLXNB2; MAP1B; IL1RAPL1; RBM15; PBX1; BAG5; NTRK2; PLXNA1; BLOC1S5; KAT2A; INSM1; USF3; CNOT4; SPOCK2; CTNNBIP1; PLAA; AGT; DLX1; KRAS	1753	301
0.00789631134516	0.379127111616	GO:0051272	b	5	positive regulation of cellular component movement	183; 388; 2321; 3642; 6870; 8660; 9806; 83483; 9373	PLVAP; IRS2; INSM1; SPOCK2; RHOB; PLAA; AGT; TACR3; FLT1	514	100
0.00811800199957	0.403461320263	GO:0060562	b	4	epithelial tube morphogenesis	183; 388; 2648; 3845; 5087; 56998; 23654; 64783	PLXNB2; KAT2A; RBM15; CTNNBIP1; RHOB; KRAS; AGT; PBX1	313	83
0.00919562211165	0.403461320263	GO:0051094	b	4	positive regulation of developmental process	183; 388; 1745; 2321; 2648; 3227; 3642; 3845; 4131; 4915; 5361; 56998; 9373; 23654; 11141; 63915	PLXNB2; MAP1B; IL1RAPL1; PLXNA1; BLOC1S5; KAT2A; INSM1; HOXC11; PLAA; NTRK2; CTNNBIP1; RHOB; KRAS; AGT; DLX1; FLT1	1333	241
0.00945530049359	0.164413382171	GO:0050789	b	2	regulation of biological process	113; 183; 388; 726; 1108; 1745; 1822; 2186; 2321; 2648; 3227; 134391; 3607; 3642; 3845; 3954; 4131; 4232; 4850; 4861; 4915; 4975; 5087; 5361; 22801; 5862; 6010; 6159; 56998; 6870; 7088; 8045; 8533; 8660; 205717; 9141; 9358; 9391; 9806; 9969; 23369; 79444; 440097; 79738; 79809; 89887; 81848; 246329; 83483; 84334; 84749; 9373; 53358; 9529; 54879; 54915; 645121; 22843; 63915; 23654; 11141; 56897; 140730; 6297; 27129; 64783; 55844; 81567; 63951; 10767; 64759; 392617	BPTF; HSPB7; IL1RAPL1; FOXK2; BAG5; BIRC7; COPS3; TLE1; LETM1; KAT2A; WRNIP1; CIAO1; RAB2A; YTHDF1; ITGA11; NPAS1; SPRY4; AGT; CCNI2; FLT1; PLVAP; PPM1E; ITGBL1; RPL29; CHD4; APOPT1; TXNDC5; NTRK2; USF3; CAPN5; MED13; RBM15; ST7L; RIMS4; PBX1; DLX1; CNOT4; PLXNB2; MAP1B; HBS1L; SPOCK2; SHC3; PPP2R2D; STAC3; BLOC1S5; MEST; HOXC11; TNS3; ATN1; RASSF7; SALL2; USP30; RHOB; PLAA; TACR3; ELFN1; KRAS; DBX2; PUM2; GPR151; ADCY7; PDCD5; PLXNA1; DMRTA1; TTC21B; ZNF628; IRS2; INSM1; BBS10; OMP; RHO; CTNNBIP1	11539	1711
0.00954239920591	0.403461320263	GO:0040017	b	4	positive regulation of locomotion	183; 388; 2321; 3642; 6870; 8660; 9806; 83483; 9373	PLVAP; IRS2; INSM1; SPOCK2; RHOB; PLAA; AGT; TACR3; FLT1	533	103
0.00955891756808	0.164413382171	GO:0048870	b	2	cell motility	183; 388; 2321; 3642; 4131; 4915; 5361; 22801; 6870; 8660; 9358; 9806; 83483; 9373; 23654; 64759	ITGBL1; PLVAP; MAP1B; PLXNB2; PLXNA1; NTRK2; INSM1; ITGA11; IRS2; SPOCK2; TNS3; RHOB; PLAA; AGT; TACR3; FLT1	1623	242
0.00955891756808	0.164413382171	GO:0051674	b	2	localization of cell	183; 388; 2321; 3642; 4131; 4915; 5361; 22801; 6870; 8660; 9358; 9806; 83483; 9373; 23654; 64759	ITGBL1; PLVAP; MAP1B; PLXNB2; PLXNA1; NTRK2; INSM1; ITGA11; IRS2; SPOCK2; TNS3; RHOB; PLAA; AGT; TACR3; FLT1	1623	242
