p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000167760251814	0.0436176654717	GO:0061138	b	3	morphogenesis of a branching epithelium	183; 2255; 2260; 3845; 4488; 5087; 5361; 56998; 8642; 64783	ENSG00000162775; ENSG00000070193; ENSG00000185630; ENSG00000077782; ENSG00000133703; ENSG00000166341; ENSG00000135744; ENSG00000114554; ENSG00000120149; ENSG00000178585	182	66
0.000276499307993	0.0293089266473	GO:0001763	b	2	morphogenesis of a branching structure	183; 2255; 2260; 3845; 4488; 5087; 5361; 56998; 8642; 64783	ENSG00000162775; ENSG00000070193; ENSG00000185630; ENSG00000077782; ENSG00000133703; ENSG00000166341; ENSG00000135744; ENSG00000114554; ENSG00000120149; ENSG00000178585	196	70
0.000357011646504	0.0464115140455	GO:0050794	b	3	regulation of cellular process	113; 154; 183; 388; 474; 487; 537; 635; 662; 726; 1108; 1316; 1745; 1822; 2186; 2255; 2260; 2321; 131474; 2648; 2845; 3227; 134391; 3607; 3642; 3845; 3954; 4131; 4488; 4850; 4861; 4915; 4975; 5087; 5132; 5361; 5521; 22801; 5862; 5961; 6010; 6011; 6154; 56998; 6507; 6615; 6870; 7088; 8045; 8533; 8642; 8660; 8986; 729993; 205717; 9141; 9358; 9391; 9806; 9969; 10664; 11186; 340719; 23369; 79444; 440097; 79738; 79809; 79923; 80315; 89887; 81848; 246329; 84249; 51552; 84334; 84634; 84749; 9373; 84896; 84969; 53358; 9529; 54879; 54915; 645121; 22843; 55765; 63915; 23654; 11141; 56897; 135112; 57462; 140730; 6297; 26037; 26523; 64783; 55844; 128866; 81567; 63951; 64324; 10767; 64759; 392617	ENSG00000163362; ENSG00000111676; ENSG00000007341; ENSG00000162302; ENSG00000124535; ENSG00000179941; ENSG00000104388; ENSG00000113734; ENSG00000136205; ENSG00000141568; ENSG00000130751; ENSG00000124216; ENSG00000162775; ENSG00000148082; ENSG00000165821; ENSG00000176542; ENSG00000161970; ENSG00000079215; ENSG00000121281; ENSG00000175175; ENSG00000119396; ENSG00000112339; ENSG00000185974; ENSG00000171634; ENSG00000114554; ENSG00000102974; ENSG00000123388; ENSG00000102755; ENSG00000188428; ENSG00000105185; ENSG00000124191; ENSG00000111642; ENSG00000256053; ENSG00000101098; ENSG00000239264; ENSG00000077782; ENSG00000254550; ENSG00000175470; ENSG00000101421; ENSG00000178585; ENSG00000185950; ENSG00000196296; ENSG00000237515; ENSG00000145692; ENSG00000055917; ENSG00000176399; ENSG00000146005; ENSG00000135744; ENSG00000172209; ENSG00000163914; ENSG00000143878; ENSG00000149658; ENSG00000131711; ENSG00000173404; ENSG00000185610; ENSG00000107742; ENSG00000116703; ENSG00000141030; ENSG00000111704; ENSG00000071553; ENSG00000156475; ENSG00000187678; ENSG00000137055; ENSG00000169836; ENSG00000123607; ENSG00000197483; ENSG00000144355; ENSG00000163528; ENSG00000080802; ENSG00000166341; ENSG00000173250; ENSG00000168924; ENSG00000205089; ENSG00000099849; ENSG00000067082; ENSG00000120149; ENSG00000164976; ENSG00000185482; ENSG00000185630; ENSG00000148053; ENSG00000108773; ENSG00000225968; ENSG00000165671; ENSG00000166170; ENSG00000144021; ENSG00000101197; ENSG00000112619; ENSG00000070193; ENSG00000169306; ENSG00000116014; ENSG00000196576; ENSG00000149260; ENSG00000068028; ENSG00000188613; ENSG00000138138; ENSG00000172238; ENSG00000196781; ENSG00000108510; ENSG00000113742; ENSG00000111912; ENSG00000133703; ENSG00000092847; ENSG00000198542; ENSG00000197555; ENSG00000169252; ENSG00000135093; ENSG00000137809	10850	2266
0.00045589428593	0.15454816293	GO:0001894	b	5	tissue homeostasis	154; 537; 3845; 6010; 340719; 79738; 55765; 128866	ENSG00000163362; ENSG00000188613; ENSG00000179941; ENSG00000071553; ENSG00000169252; ENSG00000163914; ENSG00000101421; ENSG00000133703	221	49
0.000614327075398	0.0325593349961	GO:0050789	b	2	regulation of biological process	113; 154; 183; 388; 474; 487; 537; 635; 662; 726; 1108; 1316; 1745; 1822; 2186; 2255; 2260; 2321; 131474; 2648; 2845; 3227; 134391; 55765; 3607; 3642; 3845; 3954; 4131; 4232; 4488; 4635; 4850; 4861; 4915; 4975; 5087; 5132; 5361; 5521; 22801; 5862; 5961; 6010; 6011; 6154; 6159; 56998; 6507; 6615; 6870; 7088; 55917; 8045; 8533; 8642; 8660; 8986; 729993; 205717; 9141; 9358; 9391; 9806; 9969; 10664; 11186; 340719; 23369; 79444; 440097; 79738; 79809; 79923; 80315; 89887; 81848; 246329; 84249; 51552; 84334; 84634; 84749; 9373; 84896; 84969; 53358; 9529; 54879; 54915; 645121; 22843; 63915; 23654; 11141; 56897; 135112; 57462; 140730; 6297; 26037; 26523; 27129; 64783; 55844; 128866; 81567; 63951; 64324; 10767; 64759; 392617	ENSG00000163362; ENSG00000111676; ENSG00000007341; ENSG00000162302; ENSG00000124535; ENSG00000179941; ENSG00000104388; ENSG00000113734; ENSG00000106484; ENSG00000136205; ENSG00000141568; ENSG00000130751; ENSG00000124216; ENSG00000162775; ENSG00000148082; ENSG00000165821; ENSG00000176542; ENSG00000161970; ENSG00000079215; ENSG00000121281; ENSG00000175175; ENSG00000119396; ENSG00000143079; ENSG00000112339; ENSG00000185974; ENSG00000171634; ENSG00000114554; ENSG00000102974; ENSG00000123388; ENSG00000102755; ENSG00000188428; ENSG00000198336; ENSG00000105185; ENSG00000124191; ENSG00000111642; ENSG00000256053; ENSG00000101098; ENSG00000239264; ENSG00000077782; ENSG00000254550; ENSG00000175470; ENSG00000101421; ENSG00000178585; ENSG00000185950; ENSG00000173641; ENSG00000196296; ENSG00000237515; ENSG00000145692; ENSG00000055917; ENSG00000176399; ENSG00000146005; ENSG00000135744; ENSG00000172209; ENSG00000163914; ENSG00000143878; ENSG00000149658; ENSG00000131711; ENSG00000173404; ENSG00000185610; ENSG00000107742; ENSG00000116703; ENSG00000141030; ENSG00000111704; ENSG00000071553; ENSG00000156475; ENSG00000187678; ENSG00000137055; ENSG00000169836; ENSG00000123607; ENSG00000197483; ENSG00000144355; ENSG00000163528; ENSG00000185482; ENSG00000166341; ENSG00000173250; ENSG00000168924; ENSG00000205089; ENSG00000099849; ENSG00000067082; ENSG00000120149; ENSG00000164976; ENSG00000080802; ENSG00000185630; ENSG00000148053; ENSG00000108773; ENSG00000225968; ENSG00000165671; ENSG00000162244; ENSG00000166170; ENSG00000144021; ENSG00000101197; ENSG00000112619; ENSG00000070193; ENSG00000169306; ENSG00000116014; ENSG00000196576; ENSG00000149260; ENSG00000068028; ENSG00000188613; ENSG00000138138; ENSG00000172238; ENSG00000196781; ENSG00000108510; ENSG00000113742; ENSG00000111912; ENSG00000133703; ENSG00000092847; ENSG00000198542; ENSG00000197555; ENSG00000169252; ENSG00000135093; ENSG00000137809	11539	2431
0.000954619867393	0.0827337218407	GO:0003002	b	3	regionalization	1745; 2186; 2255; 2260; 2648; 3227; 4488; 5087; 56998; 6615; 79809; 57453	ENSG00000124216; ENSG00000070193; ENSG00000185630; ENSG00000123607; ENSG00000077782; ENSG00000144355; ENSG00000108773; ENSG00000171634; ENSG00000178585; ENSG00000120149; ENSG00000123388; ENSG00000177103	342	111
0.00101296530684	0.265873185649	GO:0048754	b	4	branching morphogenesis of an epithelial tube	183; 2255; 3845; 4488; 5087; 56998; 8642; 64783	ENSG00000162775; ENSG00000070193; ENSG00000185630; ENSG00000133703; ENSG00000166341; ENSG00000135744; ENSG00000178585; ENSG00000120149	150	55
0.00153321638133	0.0858601173542	GO:0019003	m	4	GDP binding	388; 3845; 5862; 51552	ENSG00000119396; ENSG00000104388; ENSG00000133703; ENSG00000143878	63	14
0.0022018465877	0.210466801043	GO:0060191	b	5	regulation of lipase activity	183; 2260; 2321; 4915; 9373	ENSG00000077782; ENSG00000135744; ENSG00000137055; ENSG00000102755; ENSG00000148053	95	25
0.0022018465877	0.210466801043	GO:0007156	b	5	homophilic cell adhesion via plasma membrane adhesion molecules	8642; 54549; 23654; 57453; 57575	ENSG00000138650; ENSG00000196576; ENSG00000177103; ENSG00000069188; ENSG00000166341	170	25
0.0022324338709	0.057680971955	GO:0007165	b	2	signal transduction	113; 154; 183; 388; 474; 487; 537; 726; 1316; 1745; 2255; 2260; 2321; 2845; 134391; 55765; 3845; 4488; 4850; 4915; 4975; 5087; 5132; 5361; 22801; 5862; 5961; 6010; 6011; 6154; 56998; 6615; 6870; 7088; 8045; 8533; 8642; 8660; 8986; 729993; 9141; 9358; 9969; 11186; 23369; 79444; 79809; 79923; 80315; 81848; 246329; 84249; 51552; 84334; 84634; 9373; 53358; 9529; 23654; 11141; 57462; 26037; 26523; 64783; 10767	ENSG00000163362; ENSG00000105185; ENSG00000254550; ENSG00000185630; ENSG00000148053; ENSG00000092847; ENSG00000116703; ENSG00000141030; ENSG00000256053; ENSG00000162302; ENSG00000123607; ENSG00000068028; ENSG00000124216; ENSG00000166170; ENSG00000185950; ENSG00000101197; ENSG00000112619; ENSG00000070193; ENSG00000185482; ENSG00000077782; ENSG00000104388; ENSG00000071553; ENSG00000169306; ENSG00000116014; ENSG00000148082; ENSG00000169252; ENSG00000119396; ENSG00000196576; ENSG00000149260; ENSG00000185974; ENSG00000187678; ENSG00000080802; ENSG00000137055; ENSG00000162775; ENSG00000169836; ENSG00000196296; ENSG00000178585; ENSG00000164976; ENSG00000112339; ENSG00000172238; ENSG00000196781; ENSG00000237515; ENSG00000144355; ENSG00000108510; ENSG00000121281; ENSG00000113742; ENSG00000055917; ENSG00000166341; ENSG00000137809; ENSG00000161970; ENSG00000173250; ENSG00000133703; ENSG00000146005; ENSG00000198542; ENSG00000197555; ENSG00000135744; ENSG00000172209; ENSG00000163914; ENSG00000099849; ENSG00000067082; ENSG00000111704; ENSG00000114554; ENSG00000120149; ENSG00000143878; ENSG00000102755	6053	1259
0.00241998699465	0.057680971955	GO:0007389	b	2	pattern specification process	1745; 2186; 2255; 2260; 2648; 3227; 4488; 5087; 56998; 6615; 8642; 79809; 57453	ENSG00000124216; ENSG00000070193; ENSG00000185630; ENSG00000123607; ENSG00000077782; ENSG00000166341; ENSG00000144355; ENSG00000108773; ENSG00000171634; ENSG00000178585; ENSG00000120149; ENSG00000123388; ENSG00000177103	436	140
0.00248338408311	0.210466801043	GO:0001823	b	5	mesonephros development	183; 2255; 2260; 5087; 56998; 8642	ENSG00000070193; ENSG00000185630; ENSG00000077782; ENSG00000166341; ENSG00000135744; ENSG00000178585	101	37
