p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
3.88273986256e-05	0.0276062804228	GO:0098742	b	4	cell-cell adhesion via plasma-membrane adhesion molecules	1002; 1004; 1016; 5175; 5607; 8642; 49861; 54549; 22865; 23654; 11141; 57453; 57575; 27253; 64101	ENSG00000121871; ENSG00000261371; ENSG00000145526; ENSG00000128594; ENSG00000138650; ENSG00000118946; ENSG00000169306; ENSG00000069188; ENSG00000166341; ENSG00000196576; ENSG00000113361; ENSG00000137764; ENSG00000179242; ENSG00000171217; ENSG00000177103	276	51
4.17979352233e-05	0.0246987781606	GO:0007156	b	5	homophilic cell adhesion via plasma membrane adhesion molecules	1002; 1004; 1016; 5175; 8642; 54549; 23654; 57453; 57575; 27253	ENSG00000177103; ENSG00000145526; ENSG00000138650; ENSG00000069188; ENSG00000166341; ENSG00000196576; ENSG00000113361; ENSG00000261371; ENSG00000179242; ENSG00000118946	170	25
5.48435551342e-05	0.00767809771879	GO:0050789	b	2	regulation of biological process	108; 113; 154; 183; 257; 388; 474; 487; 537; 604; 635; 662; 726; 747; 1002; 1004; 1108; 1316; 1745; 1804; 1820; 1822; 1978; 2186; 2255; 2260; 2321; 2354; 131474; 2556; 2648; 2674; 2834; 2845; 2888; 2899; 2909; 2914; 3206; 3222; 3227; 134391; 55765; 3593; 3607; 3626; 3642; 3760; 3761; 3845; 3954; 4131; 4215; 4232; 4303; 4313; 4488; 4597; 4633; 4635; 4656; 4849; 4850; 4854; 4861; 4915; 4975; 5021; 5087; 5132; 5175; 5213; 5361; 5521; 5607; 5705; 5725; 22801; 5744; 5862; 5961; 5977; 6010; 6011; 6154; 6159; 56998; 6469; 6507; 6615; 6870; 6927; 7043; 7088; 7090; 7112; 7291; 7374; 7481; 7484; 171425; 7709; 55917; 7862; 8021; 8038; 8045; 401409; 8195; 23213; 8313; 8324; 170690; 8483; 8533; 8642; 8660; 8723; 8986; 9039; 9093; 729993; 205717; 9141; 9236; 9261; 9282; 9294; 9358; 64689; 9391; 9521; 7079; 9745; 9806; 9969; 9982; 10128; 10140; 10181; 10365; 10398; 730249; 10577; 10631; 10633; 10664; 10716; 11051; 11186; 51222; 59336; 51232; 340481; 340533; 340719; 79177; 144717; 79190; 79192; 23369; 79444; 440097; 79664; 79738; 79809; 79923; 80005; 80315; 89887; 80821; 81555; 81610; 81848; 114991; 147906; 90187; 246329; 55135; 84936; 116443; 51334; 84189; 84249; 51552; 84334; 51621; 84634; 84749; 84814; 9373; 84896; 84969; 347736; 53358; 23051; 53917; 283742; 54674; 9529; 153129; 54879; 54915; 55022; 112936; 645121; 9258; 219409; 22843; 22865; 63915; 23152; 23417; 23481; 23654; 23770; 11141; 100132074; 56704; 56897; 57007; 135112; 90134; 57462; 57572; 57721; 140730; 6297; 22894; 123920; 25822; 26037; 223117; 26523; 59335; 26973; 27129; 27253; 387914; 257194; 126282; 64783; 150465; 55844; 128553; 128866; 81567; 161829; 30812; 63943; 63951; 64101; 64324; 10767; 64651; 22887; 64759; 55861; 392617; 65082; 27244; 65220	ENSG00000163362; ENSG00000160007; ENSG00000079215; ENSG00000007341; ENSG00000119655; ENSG00000153993; ENSG00000144476; ENSG00000169306; ENSG00000119973; ENSG00000100523; ENSG00000244274; ENSG00000162302; ENSG00000197380; ENSG00000145536; ENSG00000124535; ENSG00000101335; ENSG00000180730; ENSG00000101447; ENSG00000116014; ENSG00000179941; ENSG00000104388; ENSG00000113734; ENSG00000146955; ENSG00000168135; ENSG00000106484; ENSG00000174306; ENSG00000136205; ENSG00000141568; ENSG00000130751; ENSG00000087494; ENSG00000180182; ENSG00000156150; ENSG00000162775; ENSG00000148082; ENSG00000003756; ENSG00000253293; ENSG00000165821; ENSG00000076248; ENSG00000080546; ENSG00000198324; ENSG00000104369; ENSG00000176542; ENSG00000161970; ENSG00000078295; ENSG00000137094; ENSG00000160539; ENSG00000111676; ENSG00000121281; ENSG00000168646; ENSG00000175175; ENSG00000119396; ENSG00000147459; ENSG00000143079; ENSG00000169840; ENSG00000138095; ENSG00000112339; ENSG00000137440; ENSG00000183798; ENSG00000068028; ENSG00000261371; ENSG00000125246; ENSG00000173114; ENSG00000114554; ENSG00000102974; ENSG00000163873; ENSG00000123388; ENSG00000102755; ENSG00000188428; ENSG00000198336; ENSG00000185950; ENSG00000105185; ENSG00000115290; ENSG00000011304; ENSG00000124191; ENSG00000111642; ENSG00000125740; ENSG00000121871; ENSG00000170549; ENSG00000125863; ENSG00000101098; ENSG00000196296; ENSG00000169228; ENSG00000184481; ENSG00000138138; ENSG00000239264; ENSG00000077782; ENSG00000254550; ENSG00000175470; ENSG00000178997; ENSG00000101421; ENSG00000127528; ENSG00000178585; ENSG00000114520; ENSG00000260916; ENSG00000113302; ENSG00000173641; ENSG00000167508; ENSG00000151502; ENSG00000137764; ENSG00000159387; ENSG00000153823; ENSG00000151892; ENSG00000114999; ENSG00000237515; ENSG00000171262; ENSG00000128915; ENSG00000145692; ENSG00000055917; ENSG00000008130; ENSG00000180914; ENSG00000198909; ENSG00000176399; ENSG00000144744; ENSG00000256053; ENSG00000157150; ENSG00000111245; ENSG00000162989; ENSG00000146005; ENSG00000103423; ENSG00000139719; ENSG00000135744; ENSG00000172209; ENSG00000163914; ENSG00000011677; ENSG00000143878; ENSG00000164690; ENSG00000149658; ENSG00000131711; ENSG00000074181; ENSG00000173404; ENSG00000133110; ENSG00000185610; ENSG00000172260; ENSG00000107742; ENSG00000116703; ENSG00000158955; ENSG00000169926; ENSG00000088038; ENSG00000111704; ENSG00000136535; ENSG00000130158; ENSG00000198597; ENSG00000102794; ENSG00000155760; ENSG00000175893; ENSG00000100276; ENSG00000185361; ENSG00000087191; ENSG00000071553; ENSG00000083520; ENSG00000079432; ENSG00000130711; ENSG00000157657; ENSG00000124802; ENSG00000156475; ENSG00000126883; ENSG00000130226; ENSG00000124444; ENSG00000156983; ENSG00000114745; ENSG00000187678; ENSG00000122180; ENSG00000137055; ENSG00000169836; ENSG00000085741; ENSG00000123607; ENSG00000184838; ENSG00000197483; ENSG00000145817; ENSG00000144355; ENSG00000163528; ENSG00000005513; ENSG00000113361; ENSG00000172789; ENSG00000185482; ENSG00000179242; ENSG00000166341; ENSG00000166140; ENSG00000122691; ENSG00000152556; ENSG00000144655; ENSG00000173250; ENSG00000116809; ENSG00000168924; ENSG00000198815; ENSG00000113916; ENSG00000205089; ENSG00000175189; ENSG00000141232; ENSG00000099849; ENSG00000067082; ENSG00000103150; ENSG00000120149; ENSG00000164976; ENSG00000138615; ENSG00000119699; ENSG00000080802; ENSG00000225968; ENSG00000185630; ENSG00000124493; ENSG00000148053; ENSG00000184611; ENSG00000120802; ENSG00000204060; ENSG00000133884; ENSG00000108773; ENSG00000110172; ENSG00000165671; ENSG00000162244; ENSG00000124216; ENSG00000166170; ENSG00000144021; ENSG00000150938; ENSG00000101197; ENSG00000105701; ENSG00000147324; ENSG00000112619; ENSG00000267534; ENSG00000070193; ENSG00000184564; ENSG00000177058; ENSG00000128594; ENSG00000181322; ENSG00000140332; ENSG00000116017; ENSG00000162889; ENSG00000196576; ENSG00000149260; ENSG00000118946; ENSG00000185974; ENSG00000141030; ENSG00000112238; ENSG00000188613; ENSG00000198785; ENSG00000145388; ENSG00000165804; ENSG00000172238; ENSG00000196781; ENSG00000137573; ENSG00000108510; ENSG00000087245; ENSG00000204315; ENSG00000113742; ENSG00000148848; ENSG00000111912; ENSG00000187840; ENSG00000100029; ENSG00000182463; ENSG00000135100; ENSG00000133703; ENSG00000092847; ENSG00000198542; ENSG00000197555; ENSG00000169252; ENSG00000141499; ENSG00000171634; ENSG00000135093; ENSG00000137809; ENSG00000167005; ENSG00000140931; ENSG00000134780; ENSG00000050030	11539	2431
6.32133085713e-05	0.0236417774057	GO:0050794	b	3	regulation of cellular process	108; 113; 154; 183; 257; 388; 474; 487; 537; 604; 635; 662; 726; 747; 1002; 1004; 1108; 1316; 1745; 1804; 1820; 1822; 1978; 2186; 2255; 2260; 2321; 2354; 131474; 2556; 2648; 2674; 2834; 2845; 2888; 2899; 2909; 2914; 3206; 3222; 3227; 134391; 3593; 3607; 3626; 3642; 3845; 3954; 4131; 4215; 4303; 4313; 4488; 4597; 4633; 4656; 4849; 4850; 4854; 4861; 4915; 4975; 5021; 5087; 5132; 5175; 5213; 5361; 5521; 5607; 5705; 5725; 22801; 5744; 5862; 5961; 5977; 6010; 6011; 6154; 56998; 6469; 6507; 6615; 6870; 6927; 7043; 7088; 7090; 7112; 7291; 7374; 7481; 7484; 171425; 7709; 7862; 8021; 8045; 401409; 8195; 23213; 8313; 8324; 170690; 8483; 8533; 8642; 8660; 8723; 8986; 9039; 9093; 729993; 205717; 9141; 9236; 9261; 9282; 9294; 9358; 64689; 9391; 9521; 7079; 9745; 9806; 9969; 9982; 10128; 10140; 10181; 10365; 10398; 730249; 10577; 10631; 10633; 10664; 10716; 11051; 11186; 51222; 59336; 51232; 340533; 340719; 79177; 79190; 79192; 23369; 79444; 440097; 79664; 79738; 79809; 79923; 80005; 80315; 89887; 80821; 81555; 81610; 81848; 114991; 147906; 246329; 55135; 84936; 116443; 51334; 84189; 84249; 51552; 84334; 51621; 84634; 84749; 84814; 9373; 84896; 84969; 347736; 53358; 23051; 53917; 283742; 54674; 9529; 153129; 54879; 54915; 55022; 112936; 645121; 9258; 219409; 22843; 22865; 55765; 63915; 23152; 23417; 23481; 23654; 23770; 11141; 100132074; 56704; 56897; 57007; 135112; 57462; 57572; 57721; 140730; 6297; 22894; 123920; 25822; 26037; 223117; 26523; 59335; 26973; 27253; 387914; 257194; 126282; 64783; 150465; 55844; 128553; 128866; 81567; 30812; 63951; 64101; 64324; 10767; 64651; 22887; 64759; 55861; 392617; 27244; 65220	ENSG00000163362; ENSG00000160007; ENSG00000111676; ENSG00000007341; ENSG00000119655; ENSG00000153993; ENSG00000144476; ENSG00000169306; ENSG00000119973; ENSG00000100523; ENSG00000244274; ENSG00000162302; ENSG00000197380; ENSG00000145536; ENSG00000124535; ENSG00000101335; ENSG00000180730; ENSG00000101447; ENSG00000116014; ENSG00000179941; ENSG00000104388; ENSG00000113734; ENSG00000146955; ENSG00000169840; ENSG00000125863; ENSG00000174306; ENSG00000136205; ENSG00000141568; ENSG00000130751; ENSG00000087494; ENSG00000180182; ENSG00000124216; ENSG00000162775; ENSG00000148082; ENSG00000003756; ENSG00000253293; ENSG00000165821; ENSG00000076248; ENSG00000080546; ENSG00000104369; ENSG00000176542; ENSG00000161970; ENSG00000078295; ENSG00000137094; ENSG00000160539; ENSG00000079215; ENSG00000121281; ENSG00000168646; ENSG00000175175; ENSG00000119396; ENSG00000147459; ENSG00000138095; ENSG00000112339; ENSG00000137440; ENSG00000068028; ENSG00000261371; ENSG00000125246; ENSG00000173114; ENSG00000114554; ENSG00000102974; ENSG00000163873; ENSG00000123388; ENSG00000102755; ENSG00000188428; ENSG00000185950; ENSG00000105185; ENSG00000115290; ENSG00000011304; ENSG00000124191; ENSG00000111642; ENSG00000125740; ENSG00000121871; ENSG00000170549; ENSG00000101098; ENSG00000196296; ENSG00000169228; ENSG00000184481; ENSG00000138138; ENSG00000239264; ENSG00000077782; ENSG00000254550; ENSG00000175470; ENSG00000101421; ENSG00000127528; ENSG00000178585; ENSG00000114520; ENSG00000260916; ENSG00000113302; ENSG00000172238; ENSG00000151502; ENSG00000137764; ENSG00000159387; ENSG00000153823; ENSG00000151892; ENSG00000114999; ENSG00000237515; ENSG00000171262; ENSG00000128915; ENSG00000145692; ENSG00000055917; ENSG00000008130; ENSG00000180914; ENSG00000198909; ENSG00000176399; ENSG00000144744; ENSG00000256053; ENSG00000157150; ENSG00000111245; ENSG00000120802; ENSG00000146005; ENSG00000103423; ENSG00000135744; ENSG00000172209; ENSG00000163914; ENSG00000135100; ENSG00000143878; ENSG00000164690; ENSG00000149658; ENSG00000131711; ENSG00000074181; ENSG00000173404; ENSG00000133110; ENSG00000185610; ENSG00000172260; ENSG00000107742; ENSG00000116703; ENSG00000158955; ENSG00000169926; ENSG00000088038; ENSG00000111704; ENSG00000136535; ENSG00000130158; ENSG00000198597; ENSG00000102794; ENSG00000155760; ENSG00000100276; ENSG00000185361; ENSG00000185482; ENSG00000087191; ENSG00000071553; ENSG00000083520; ENSG00000079432; ENSG00000130711; ENSG00000157657; ENSG00000124802; ENSG00000156475; ENSG00000126883; ENSG00000130226; ENSG00000124444; ENSG00000156983; ENSG00000114745; ENSG00000187678; ENSG00000122180; ENSG00000137055; ENSG00000169836; ENSG00000085741; ENSG00000123607; ENSG00000184838; ENSG00000197483; ENSG00000145817; ENSG00000144355; ENSG00000163528; ENSG00000005513; ENSG00000113361; ENSG00000172789; ENSG00000080802; ENSG00000179242; ENSG00000166341; ENSG00000166140; ENSG00000122691; ENSG00000152556; ENSG00000144655; ENSG00000173250; ENSG00000116809; ENSG00000168924; ENSG00000198815; ENSG00000113916; ENSG00000205089; ENSG00000175189; ENSG00000141232; ENSG00000099849; ENSG00000067082; ENSG00000103150; ENSG00000120149; ENSG00000164976; ENSG00000138615; ENSG00000119699; ENSG00000156150; ENSG00000225968; ENSG00000185630; ENSG00000124493; ENSG00000148053; ENSG00000204060; ENSG00000133884; ENSG00000108773; ENSG00000110172; ENSG00000165671; ENSG00000166170; ENSG00000144021; ENSG00000150938; ENSG00000101197; ENSG00000105701; ENSG00000147324; ENSG00000112619; ENSG00000267534; ENSG00000070193; ENSG00000184564; ENSG00000177058; ENSG00000128594; ENSG00000181322; ENSG00000140332; ENSG00000116017; ENSG00000162889; ENSG00000196576; ENSG00000149260; ENSG00000118946; ENSG00000185974; ENSG00000141030; ENSG00000112238; ENSG00000188613; ENSG00000198785; ENSG00000145388; ENSG00000165804; ENSG00000167508; ENSG00000196781; ENSG00000137573; ENSG00000108510; ENSG00000087245; ENSG00000113742; ENSG00000111912; ENSG00000187840; ENSG00000100029; ENSG00000182463; ENSG00000011677; ENSG00000133703; ENSG00000092847; ENSG00000198542; ENSG00000197555; ENSG00000169252; ENSG00000141499; ENSG00000171634; ENSG00000135093; ENSG00000137809; ENSG00000167005; ENSG00000140931; ENSG00000134780; ENSG00000050030	10850	2266
8.13798291948e-05	0.0289305292788	GO:0060993	b	4	kidney morphogenesis	183; 2255; 5087; 56998; 6469; 6927; 7481; 7484; 170690; 8642; 79192; 30812	ENSG00000085741; ENSG00000070193; ENSG00000185630; ENSG00000158955; ENSG00000135744; ENSG00000005513; ENSG00000145536; ENSG00000178585; ENSG00000166341; ENSG00000135100; ENSG00000170549; ENSG00000164690	95	37
8.13798291948e-05	0.0246987781606	GO:0048706	b	5	embryonic skeletal system development	257; 1745; 3222; 3227; 5087; 6469; 7043; 7291; 7481; 7484; 23213; 57453	ENSG00000156150; ENSG00000137573; ENSG00000085741; ENSG00000185630; ENSG00000177103; ENSG00000122691; ENSG00000144355; ENSG00000172789; ENSG00000158955; ENSG00000123388; ENSG00000164690; ENSG00000119699	126	37
0.000163835572399	0.0100653794073	GO:0048856	b	2	anatomical structure development	154; 183; 257; 388; 474; 537; 604; 747; 1002; 1004; 1016; 1316; 1466; 1745; 1822; 1978; 2125; 2186; 2255; 2260; 2321; 2648; 2674; 2909; 3206; 3222; 3227; 3593; 3626; 3642; 3845; 4131; 4215; 4232; 4303; 4313; 4438; 4488; 4633; 4656; 4849; 4850; 4854; 4861; 4915; 4975; 5021; 5087; 5175; 5361; 55526; 5607; 5725; 22801; 5744; 5961; 5977; 6010; 6159; 56998; 6469; 6507; 6615; 6927; 7043; 7088; 7090; 7291; 7374; 7481; 7484; 7709; 7798; 8038; 8195; 23213; 8313; 8324; 170690; 8533; 8642; 8660; 8894; 9093; 205717; 9261; 9294; 64689; 7079; 9745; 9806; 9982; 10365; 10398; 730249; 10631; 10716; 11051; 51222; 59336; 51232; 340481; 340533; 340719; 79192; 79809; 79923; 80005; 80821; 343035; 81610; 114569; 81848; 147906; 246329; 64711; 84936; 116443; 51062; 84189; 51552; 51621; 84814; 9373; 53358; 54549; 54674; 9529; 55022; 9258; 219409; 22865; 63915; 23152; 23452; 23654; 23770; 11141; 100132074; 56704; 57007; 57453; 57462; 57721; 6297; 123920; 26037; 223117; 26523; 59335; 27129; 27253; 387914; 257194; 64783; 150465; 128553; 30812; 63943; 63951; 64651; 64759; 65082	ENSG00000173641; ENSG00000160007; ENSG00000111676; ENSG00000153993; ENSG00000144476; ENSG00000100523; ENSG00000169840; ENSG00000197380; ENSG00000145536; ENSG00000101335; ENSG00000180730; ENSG00000101447; ENSG00000106484; ENSG00000181192; ENSG00000136205; ENSG00000130751; ENSG00000087494; ENSG00000124216; ENSG00000162775; ENSG00000148082; ENSG00000104369; ENSG00000253293; ENSG00000165821; ENSG00000076248; ENSG00000176542; ENSG00000079215; ENSG00000113916; ENSG00000141030; ENSG00000057468; ENSG00000119396; ENSG00000147459; ENSG00000137440; ENSG00000137764; ENSG00000173114; ENSG00000114554; ENSG00000123388; ENSG00000102755; ENSG00000188428; ENSG00000185950; ENSG00000147676; ENSG00000011304; ENSG00000166341; ENSG00000175893; ENSG00000162040; ENSG00000170549; ENSG00000118946; ENSG00000184481; ENSG00000077782; ENSG00000254550; ENSG00000127528; ENSG00000178585; ENSG00000113302; ENSG00000085741; ENSG00000121871; ENSG00000261371; ENSG00000130711; ENSG00000153823; ENSG00000151892; ENSG00000114999; ENSG00000182463; ENSG00000069188; ENSG00000180914; ENSG00000198909; ENSG00000176399; ENSG00000175183; ENSG00000157150; ENSG00000111245; ENSG00000103423; ENSG00000139719; ENSG00000135744; ENSG00000163914; ENSG00000135100; ENSG00000143878; ENSG00000164690; ENSG00000131711; ENSG00000074181; ENSG00000173404; ENSG00000133110; ENSG00000172260; ENSG00000107742; ENSG00000160539; ENSG00000158955; ENSG00000169926; ENSG00000088038; ENSG00000111704; ENSG00000136535; ENSG00000198597; ENSG00000102794; ENSG00000155760; ENSG00000125977; ENSG00000185482; ENSG00000071553; ENSG00000079432; ENSG00000198513; ENSG00000114745; ENSG00000187678; ENSG00000122180; ENSG00000137055; ENSG00000123607; ENSG00000105701; ENSG00000144355; ENSG00000005513; ENSG00000113361; ENSG00000172789; ENSG00000080802; ENSG00000179242; ENSG00000166140; ENSG00000125863; ENSG00000116809; ENSG00000148848; ENSG00000136859; ENSG00000168646; ENSG00000175189; ENSG00000067082; ENSG00000120149; ENSG00000164976; ENSG00000119699; ENSG00000156150; ENSG00000185630; ENSG00000148053; ENSG00000204060; ENSG00000133884; ENSG00000108773; ENSG00000162244; ENSG00000166170; ENSG00000150938; ENSG00000147324; ENSG00000112619; ENSG00000267534; ENSG00000070193; ENSG00000184564; ENSG00000144655; ENSG00000169306; ENSG00000198570; ENSG00000140332; ENSG00000162889; ENSG00000196576; ENSG00000112238; ENSG00000188613; ENSG00000198785; ENSG00000145388; ENSG00000165804; ENSG00000172238; ENSG00000196781; ENSG00000167880; ENSG00000137573; ENSG00000087245; ENSG00000187840; ENSG00000169641; ENSG00000177103; ENSG00000122691; ENSG00000145526; ENSG00000133703; ENSG00000092847; ENSG00000197555; ENSG00000169252; ENSG00000171634; ENSG00000204315; ENSG00000137809; ENSG00000167005; ENSG00000140931; ENSG00000134780; ENSG00000050030	5790	1395
0.000215686701586	0.0100653794073	GO:0007275	b	2	multicellular organism development	154; 183; 257; 388; 474; 537; 604; 747; 1002; 1316; 1466; 1745; 1822; 1978; 2125; 2186; 2255; 2260; 2321; 2648; 2674; 2909; 3206; 3222; 3227; 3593; 3642; 3845; 4131; 4215; 4303; 4313; 4438; 4488; 4633; 4656; 4849; 4850; 4854; 4861; 4915; 4975; 5021; 5087; 5175; 5361; 55526; 5607; 22801; 5744; 5961; 5977; 6010; 6159; 56998; 6469; 6507; 6615; 6927; 7043; 7088; 7090; 7291; 7374; 7481; 7484; 7709; 7798; 8038; 8195; 23213; 8313; 8324; 170690; 8533; 8642; 8660; 8894; 9093; 205717; 9261; 9294; 64689; 7079; 9745; 9806; 9982; 10365; 10398; 730249; 10631; 10716; 11051; 51222; 59336; 51232; 340481; 340533; 340719; 79192; 79809; 79923; 343035; 81610; 114569; 81848; 147906; 246329; 64711; 84936; 116443; 51062; 84189; 51552; 51621; 9373; 53358; 54549; 54674; 9529; 9258; 219409; 22865; 63915; 23152; 23452; 23654; 23770; 11141; 100132074; 56704; 57007; 57453; 57462; 57721; 6297; 123920; 26037; 223117; 26523; 59335; 27129; 27253; 387914; 257194; 64783; 150465; 128553; 30812; 63943; 63951; 64651; 64759; 65082	ENSG00000173641; ENSG00000160007; ENSG00000111676; ENSG00000153993; ENSG00000144476; ENSG00000169840; ENSG00000197380; ENSG00000145536; ENSG00000101335; ENSG00000180730; ENSG00000101447; ENSG00000122691; ENSG00000181192; ENSG00000136205; ENSG00000130751; ENSG00000087494; ENSG00000124216; ENSG00000162775; ENSG00000148082; ENSG00000104369; ENSG00000253293; ENSG00000165821; ENSG00000076248; ENSG00000176542; ENSG00000079215; ENSG00000113916; ENSG00000141030; ENSG00000057468; ENSG00000119396; ENSG00000137440; ENSG00000137764; ENSG00000173114; ENSG00000114554; ENSG00000123388; ENSG00000102755; ENSG00000188428; ENSG00000185950; ENSG00000147676; ENSG00000166341; ENSG00000175893; ENSG00000162040; ENSG00000170549; ENSG00000118946; ENSG00000184481; ENSG00000077782; ENSG00000254550; ENSG00000127528; ENSG00000178585; ENSG00000113302; ENSG00000085741; ENSG00000121871; ENSG00000261371; ENSG00000130711; ENSG00000151892; ENSG00000114999; ENSG00000182463; ENSG00000069188; ENSG00000180914; ENSG00000198909; ENSG00000176399; ENSG00000175183; ENSG00000157150; ENSG00000111245; ENSG00000103423; ENSG00000139719; ENSG00000135744; ENSG00000163914; ENSG00000135100; ENSG00000143878; ENSG00000164690; ENSG00000131711; ENSG00000074181; ENSG00000173404; ENSG00000133110; ENSG00000172260; ENSG00000107742; ENSG00000158955; ENSG00000169926; ENSG00000088038; ENSG00000111704; ENSG00000136535; ENSG00000198597; ENSG00000102794; ENSG00000155760; ENSG00000125977; ENSG00000185482; ENSG00000071553; ENSG00000079432; ENSG00000198513; ENSG00000114745; ENSG00000187678; ENSG00000122180; ENSG00000137055; ENSG00000123607; ENSG00000105701; ENSG00000144355; ENSG00000005513; ENSG00000172789; ENSG00000080802; ENSG00000179242; ENSG00000166140; ENSG00000125863; ENSG00000116809; ENSG00000148848; ENSG00000136859; ENSG00000168646; ENSG00000067082; ENSG00000120149; ENSG00000164976; ENSG00000119699; ENSG00000156150; ENSG00000185630; ENSG00000148053; ENSG00000204060; ENSG00000133884; ENSG00000108773; ENSG00000162244; ENSG00000166170; ENSG00000150938; ENSG00000147324; ENSG00000112619; ENSG00000267534; ENSG00000070193; ENSG00000184564; ENSG00000144655; ENSG00000169306; ENSG00000198570; ENSG00000140332; ENSG00000162889; ENSG00000196576; ENSG00000112238; ENSG00000188613; ENSG00000198785; ENSG00000145388; ENSG00000165804; ENSG00000172238; ENSG00000196781; ENSG00000167880; ENSG00000137573; ENSG00000087245; ENSG00000187840; ENSG00000169641; ENSG00000177103; ENSG00000133703; ENSG00000092847; ENSG00000197555; ENSG00000169252; ENSG00000171634; ENSG00000204315; ENSG00000137809; ENSG00000167005; ENSG00000140931; ENSG00000134780; ENSG00000050030	5289	1310
0.000253570084659	0.0412475733539	GO:0051252	b	5	regulation of RNA metabolic process	154; 183; 257; 474; 604; 1108; 1316; 1745; 1820; 1822; 2186; 2255; 2260; 2354; 2648; 2909; 3206; 3222; 3227; 3607; 3642; 3845; 4303; 4488; 4656; 4849; 4854; 4861; 5087; 5213; 5607; 5705; 5725; 5977; 56998; 6469; 6615; 6927; 7043; 7088; 7090; 7112; 7291; 7481; 7709; 7862; 8021; 23213; 8313; 8324; 8986; 9039; 9093; 205717; 9236; 9261; 9282; 9391; 9745; 9969; 10128; 10140; 10181; 10365; 730249; 10664; 10716; 11051; 51222; 59336; 340719; 79177; 79190; 79192; 23369; 440097; 79664; 79809; 79923; 89887; 114991; 51621; 84969; 23051; 55022; 219409; 23152; 23770; 100132074; 135112; 57721; 6297; 22894; 25822; 26523; 59335; 64783; 128553; 30812; 63951; 64324; 64651; 22887	ENSG00000160007; ENSG00000182463; ENSG00000169840; ENSG00000174306; ENSG00000141568; ENSG00000130751; ENSG00000180182; ENSG00000124216; ENSG00000162775; ENSG00000003756; ENSG00000253293; ENSG00000165821; ENSG00000176542; ENSG00000137094; ENSG00000111676; ENSG00000124444; ENSG00000138095; ENSG00000137764; ENSG00000162302; ENSG00000102974; ENSG00000103423; ENSG00000011304; ENSG00000156150; ENSG00000124191; ENSG00000111642; ENSG00000125740; ENSG00000170549; ENSG00000184481; ENSG00000077782; ENSG00000130711; ENSG00000127528; ENSG00000178585; ENSG00000085741; ENSG00000171634; ENSG00000159387; ENSG00000260916; ENSG00000128915; ENSG00000055917; ENSG00000176399; ENSG00000144744; ENSG00000120802; ENSG00000123388; ENSG00000135744; ENSG00000135100; ENSG00000164690; ENSG00000074181; ENSG00000173404; ENSG00000185610; ENSG00000168646; ENSG00000169926; ENSG00000088038; ENSG00000111704; ENSG00000136535; ENSG00000198597; ENSG00000102794; ENSG00000155760; ENSG00000087191; ENSG00000083520; ENSG00000079432; ENSG00000157657; ENSG00000126883; ENSG00000156983; ENSG00000122180; ENSG00000123607; ENSG00000105701; ENSG00000197483; ENSG00000144355; ENSG00000005513; ENSG00000172789; ENSG00000122691; ENSG00000152556; ENSG00000116809; ENSG00000198815; ENSG00000113916; ENSG00000141232; ENSG00000067082; ENSG00000120149; ENSG00000119699; ENSG00000153823; ENSG00000185630; ENSG00000204060; ENSG00000133884; ENSG00000108773; ENSG00000165671; ENSG00000144021; ENSG00000145388; ENSG00000070193; ENSG00000144655; ENSG00000140332; ENSG00000116017; ENSG00000162889; ENSG00000112238; ENSG00000188613; ENSG00000165804; ENSG00000172238; ENSG00000196781; ENSG00000137573; ENSG00000108510; ENSG00000111912; ENSG00000133703; ENSG00000092847; ENSG00000169252; ENSG00000167005	3795	811
0.000253996572747	0.0258870417968	GO:0072006	b	3	nephron development	183; 4854; 5087; 5175; 56998; 6469; 7481; 7484; 23213; 170690; 8642; 79192; 30812	ENSG00000074181; ENSG00000085741; ENSG00000185630; ENSG00000158955; ENSG00000137573; ENSG00000135744; ENSG00000005513; ENSG00000261371; ENSG00000145536; ENSG00000178585; ENSG00000166341; ENSG00000170549; ENSG00000164690	136	47
