p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
3.09121863899e-06	0.000120557526921	GO:0003700	m	2	DNA-binding transcription factor activity	1386; 1810; 2103; 2626; 3221; 4088; 4487; 4602; 4778; 4780; 4783; 5075; 5453; 22797; 6018; 6601; 6656; 6926; 6932; 7756; 8403; 9611; 140685; 22980; 10265; 170302; 79191; 57474; 83595; 100125288; 84627; 84969; 85416; 153572; 23462; 57167; 57473; 100131390; 26036; 27324; 403341; 3170; 30012; 391723; 10743	SMARCC2; HELT; SP9; HOXC4; SMAD3; TBX3; ZNF490; SOX1; SOX7; NCOR1; ZNF451; NFE2L2; SOX14; RAI1; ZIC5; NFE2; NFIL3; IRX5; MSX1; MYB; ZBTB34; IRX3; IRX2; ZNF207; POU3F1; TFEC; ESRRB; ZGLP1; SALL4; PAX1; TCF25; TCF7; GATA4; HEY1; FOXA2; DR1; RLF; TLX3; ARX; ZNF469; TOX3; TOX2; ZBTB46; ZNF512B; ATF2	1750	262
9.17131720873e-06	0.00072453405949	GO:0000981	m	3	DNA-binding transcription factor activity, RNA polymerase II-specific	1386; 1810; 2103; 170302; 2626; 3221; 4088; 4487; 4602; 4778; 4780; 4783; 5075; 5453; 22797; 6018; 6601; 6656; 6926; 6932; 8403; 9611; 140685; 10265; 79191; 57474; 83595; 100125288; 84627; 84969; 85416; 23462; 57167; 153572; 57473; 100131390; 26036; 27324; 403341; 3170; 30012; 391723	SMARCC2; HELT; HOXC4; SMAD3; TBX3; ZNF490; SOX1; SOX7; NCOR1; ZNF451; NFE2L2; SOX14; ZIC5; NFE2; NFIL3; IRX5; MSX1; MYB; ZBTB34; IRX3; IRX2; SP9; POU3F1; TFEC; ESRRB; ZGLP1; SALL4; PAX1; TCF7; GATA4; HEY1; FOXA2; DR1; RLF; TLX3; ARX; ZNF469; TOX3; TOX2; ZBTB46; ZNF512B; ATF2	1646	247
1.91921167381e-05	0.00170809838969	GO:0003677	m	4	DNA binding	1386; 1653; 1810; 2103; 2237; 170302; 2626; 2957; 3221; 4088; 4487; 4602; 4778; 4780; 4783; 5075; 5453; 22797; 6018; 6601; 6656; 6926; 6932; 7110; 7756; 8079; 8318; 8403; 9611; 9984; 22980; 10049; 10265; 10743; 11315; 78989; 79191; 57106; 83595; 100125288; 84627; 84969; 85416; 23132; 54386; 55646; 23462; 57167; 153572; 57473; 57474; 100131390; 26036; 27324; 403341; 3170; 30012; 391723	SMARCC2; HELT; SP9; ZNF512B; HOXC4; SMAD3; TBX3; FEN1; GTF2A1; ZNF490; SOX1; THOC1; NCOR1; ZNF451; MLF2; NFE2L2; PARK7; SOX14; DNAJB6; SOX7; RAI1; ZIC5; NFE2; NFIL3; IRX5; MSX1; MYB; ZBTB34; IRX3; TOX2; ZNF207; POU3F1; TFEC; ESRRB; TMF1; ZGLP1; SALL4; PAX1; TERF2IP; TCF25; TCF7; GATA4; NAT14; TOX3; HEY1; FOXA2; DR1; IRX2; RLF; TLX3; ARX; ZNF469; LYAR; DDX1; COLEC11; CDC45; RAD54L2; ATF2	2557	396
3.92547554079e-05	0.012026468196	GO:0003197	b	5	endocardial cushion development	90; 182; 2626; 4487; 7043; 221662; 23462	TGFB3; ACVR1; RBM24; MSX1; GATA4; JAG1; HEY1	45	13
7.50266227837e-05	0.012026468196	GO:0010556	b	5	regulation of macromolecule biosynthetic process	90; 182; 1386; 1653; 1810; 2103; 2626; 2957; 3082; 3221; 4088; 4294; 4487; 4602; 4778; 4780; 4783; 5075; 5138; 5453; 22797; 5828; 6018; 170302; 6601; 6656; 6926; 6932; 7043; 7110; 7298; 7756; 8079; 8318; 8403; 9270; 9326; 9611; 140685; 9984; 22980; 10049; 10102; 10265; 11267; 10743; 11007; 11315; 142891; 79191; 51441; 113251; 57106; 83595; 100125288; 84627; 221662; 84969; 85416; 54386; 54550; 55239; 55646; 22904; 23462; 56339; 23636; 57167; 153572; 57473; 57474; 100131390; 25825; 26036; 27324; 27336; 403341; 83879; 3170; 30012; 391723	SMARCC2; CCDC85B; TGFB3; ACVR1; SP9; HELT; METTL3; HOXC4; TERF2IP; SMAD3; TBX3; GTF2A1; ZNF490; LARP4; SOX1; ITGB1BP1; THOC1; NCOR1; ZNF451; MLF2; OGFOD1; TYMS; TSFM; NFE2L2; PARK7; ZBTB34; SOX14; DNAJB6; SOX7; RAI1; ZIC5; NFE2; ZNF512B; NFIL3; IRX5; MSX1; MYB; SAMD8; NECAB2; IRX3; TOX2; ZNHIT3; ZNF207; POU3F1; TCF7; FOXA2; TFEC; ESRRB; CDCA7; TMF1; ZGLP1; SALL4; TLX3; PAX1; SNF8; HTATSF1; TCF25; HGF; NUP62; GATA4; NAT14; TOX3; HEY1; SBNO2; BACE2; PEX2; YTHDF2; DR1; RLF; PDE2A; MAP3K10; ARX; RBM24; ZNF469; LYAR; DDX1; ZBTB46; CDC45; IRX2; JAG1; ATF2	4031	638
9.91873665651e-05	0.012026468196	GO:0045446	b	5	endothelial cell differentiation	90; 182; 5138; 7122; 7477; 9475; 83605; 23462	HEY1; ACVR1; CCM2; ROCK2; PDE2A; JAG1; CLDN5; WNT7B	106	19
9.91873665651e-05	0.012026468196	GO:2000736	b	5	regulation of stem cell differentiation	182; 2103; 2626; 4602; 4780; 51441; 221662; 56339	JAG1; ESRRB; NFE2L2; METTL3; YTHDF2; RBM24; GATA4; MYB	70	19
0.00012882687239	0.0124962066218	GO:0051252	b	5	regulation of RNA metabolic process	90; 182; 1386; 1653; 1810; 2103; 2626; 2957; 3082; 3221; 4088; 4294; 4487; 4602; 4778; 4780; 4783; 5075; 5138; 5453; 22797; 5828; 6018; 170302; 6601; 6656; 6926; 6932; 7043; 7110; 7298; 7756; 8079; 8318; 8403; 9270; 9326; 9611; 140685; 9984; 22980; 10049; 10102; 10265; 11267; 10743; 11007; 11315; 79191; 51441; 57106; 83595; 100125288; 84627; 221662; 84969; 85416; 54386; 55646; 22904; 23462; 56339; 23636; 57167; 153572; 57473; 57474; 100131390; 26036; 27324; 27336; 403341; 83879; 3170; 30012; 391723	SMARCC2; CCDC85B; TGFB3; ACVR1; SP9; HELT; METTL3; HOXC4; TERF2IP; SMAD3; TBX3; GTF2A1; ZNF490; SOX1; ITGB1BP1; THOC1; NCOR1; ZNF451; MLF2; NUP62; TYMS; TSFM; NFE2L2; PARK7; SOX14; DNAJB6; SOX7; RAI1; ZIC5; NFE2; ZNF512B; NFIL3; IRX5; MSX1; MYB; ZBTB34; IRX3; TOX2; ZNHIT3; ZNF207; POU3F1; TCF7; FOXA2; TFEC; ESRRB; CDCA7; TMF1; ZGLP1; SALL4; TLX3; PAX1; SNF8; HTATSF1; TCF25; HGF; GATA4; NAT14; TOX3; HEY1; SBNO2; PEX2; YTHDF2; DR1; RLF; PDE2A; MAP3K10; ARX; RBM24; ZNF469; LYAR; DDX1; ZBTB46; CDC45; IRX2; JAG1; ATF2	3795	597
0.000196553010811	0.0158880350405	GO:0031326	b	5	regulation of cellular biosynthetic process	33; 90; 182; 1386; 1653; 1810; 2103; 2626; 2957; 3082; 3221; 4088; 4294; 4487; 4602; 4778; 4780; 4783; 5075; 5138; 5453; 22797; 5828; 6018; 170302; 6601; 6656; 6926; 6932; 7043; 7110; 7298; 7756; 8079; 8318; 8403; 9270; 9326; 9611; 140685; 9984; 22980; 10049; 10102; 10265; 11267; 10743; 11007; 11315; 142891; 79191; 51441; 113251; 57106; 83595; 100125288; 84627; 221662; 84969; 85416; 54386; 54550; 55239; 55646; 22904; 23462; 56339; 23636; 57167; 153572; 57473; 57474; 100131390; 25825; 26036; 27324; 27336; 403341; 83879; 3170; 30012; 391723	SMARCC2; HELT; TGFB3; ACVR1; SP9; METTL3; HOXC4; TERF2IP; SMAD3; TBX3; GTF2A1; ZNF490; LARP4; SOX1; ACADL; THOC1; NCOR1; ZNF451; MLF2; OGFOD1; TYMS; TSFM; NFE2L2; PARK7; ZBTB34; SOX14; DNAJB6; SOX7; RAI1; ZIC5; NFE2; ZNF512B; NFIL3; IRX5; MSX1; MYB; SAMD8; NECAB2; IRX3; TOX2; ZNHIT3; ZNF207; POU3F1; TCF7; FOXA2; TFEC; ESRRB; CDCA7; TMF1; ZGLP1; SALL4; TLX3; PEX2; PAX1; SNF8; HTATSF1; TCF25; HGF; NUP62; GATA4; NAT14; TOX3; HEY1; SBNO2; BACE2; JAG1; YTHDF2; DR1; ITGB1BP1; RLF; PDE2A; MAP3K10; ARX; RBM24; ZNF469; LYAR; DDX1; ZBTB46; CDC45; IRX2; CCDC85B; ATF2	4174	665
0.00024911635745	0.0679961403048	GO:0060323	b	3	head morphogenesis	4487; 7043; 7122; 10159; 83716; 64220	CRISPLD2; TGFB3; STRA6; ATP6AP2; MSX1; CLDN5	38	12
