029611	NORv12scf1	3127	4049	-	3853	660	5.8378787878788	1	Keep
029612	NORv12scf1	8042	8964	-	4833	660	7.3227272727273	1	Keep
029618	NORv12scf1	10125	12422	+	9790	489	20.020449897751	1	Keep
029621	NORv12scf1	26004	26357	+	25860	354	73.050847457627	0	Exclude
000001	NORv12scf1	26929	28494	+	13396	642	20.866043613707	1	Keep
029620	NORv12scf1	113918	114220	-	6717	303	22.168316831683	1	Keep
029624	NORv12scf1	183388	183477	+	239	90	2.6555555555556	1	Keep
029619	NORv12scf1	291726	292145	-	17883	420	42.578571428571	2.647881913731e-12	Exclude
029600	NORv12scf1	518783	743515	+	73536	3258	22.570902394107	1	Keep
029613	NORv12scf1	536870	537175	-	8011	306	26.179738562092	0.256250857629984	Keep
029601	NORv12scf1	790153	823196	+	24545	1020	24.063725490196	0.704567499593986	Keep
029614	NORv12scf1	823114	871286	-	62150	3006	20.675316034597	1	Keep
029602	NORv12scf1	875234	895332	+	23611	1026	23.012670565302	0.997144637201916	Keep
029603	NORv12scf1	938203	938556	+	6167	354	17.420903954802	1	Keep
029604	NORv12scf1	1091165	1169939	+	19588	855	22.909941520468	1	Keep
029605	NORv12scf1	1187641	1215959	+	22702	987	23.001013171226	1	Keep
029615	NORv12scf1	1217513	1231784	-	30986	1359	22.800588668138	1	Keep
029606	NORv12scf1	1233579	1235242	+	17231	732	23.539617486339	0.847838074795811	Keep
029616	NORv12scf1	1238088	1267548	-	84083	4059	20.715200788372	1	Keep
029607	NORv12scf1	1295707	1329916	+	90443	3771	23.983823919385	0.725880873347866	Keep
029617	NORv12scf1	1358627	1369761	-	42893	1959	21.895354772843	1	Keep
031592	NORv12scf1	1379516	1407159	-	14622	795	18.392452830189	1	Keep
031591	NORv12scf1	1420911	1455145	-	52106	2211	23.56671189507	0.840261098973248	Keep
029622	NORv12scf1	1465474	1465693	-	959	171	5.6081871345029	1	Keep
029608	NORv12scf1	1470186	1478459	+	22808	846	26.959810874704	0.157347888451587	Keep
029609	NORv12scf1	1483458	1520217	+	21088	915	23.046994535519	0.987358858840307	Keep
031593	NORv12scf1	1526716	1527828	-	30223	1113	27.154537286613	0.137906796715841	Keep
000002	NORv12scf1	1539732	1549580	-	32233	1497	21.531730126921	1	Keep
029610	NORv12scf1	1551459	1581082	+	50893	2283	22.292159439334	1	Keep
029623	NORv12scf1	1586275	1586565	+	5300	291	18.213058419244	1	Keep
020158	NORv12scf2	83	17484	+	10902	402	27.119402985075	0.141270485647464	Keep
019212	NORv12scf4	333	331771	-	48214	2280	21.14649122807	1	Keep
019214	NORv12scf4	359259	359777	+	4780	519	9.2100192678227	1	Keep
019213	NORv12scf4	437925	439497	-	24295	1449	16.766735679779	1	Keep
019215	NORv12scf4	461822	462070	-	2702	249	10.85140562249	1	Keep
027382	NORv12scf7	1001	9437	+	31471	1419	22.178294573643	1	Keep
002129	NORv12scf7	10801	13348	-	17340	1062	16.327683615819	1	Keep
027385	NORv12scf7	18022	60332	-	105722	4554	23.215195432587	0.939459828569228	Keep
002130	NORv12scf7	65794	85212	-	18803	1110	16.93963963964	1	Keep
002131	NORv12scf7	85408	106779	-	57586	2817	20.442314518992	1	Keep
027387	NORv12scf7	130735	130863	-	1745	129	13.527131782946	1	Keep
027383	NORv12scf7	151093	232665	+	52783	2487	21.223562525131	1	Keep
027386	NORv12scf7	311216	311383	+	3844	168	22.880952380952	1	Keep
027384	NORv12scf7	418377	421392	+	15527	1092	14.218864468864	1	Keep
002132	NORv12scf7	450387	670097	-	21945	1869	11.741573033708	1	Keep
023266	NORv12scf8	2327	2681	-	33	348	0.094827586206897	1	Keep
023268	NORv12scf8	3515	3697	+	327	183	1.7868852459016	1	Keep
023267	NORv12scf8	3991	4285	-	1506	201	7.4925373134328	1	Keep
016552	NORv12scf9	4161	4715	+	12100	555	21.801801801802	1	Keep
016551	NORv12scf9	7770	8126	+	8434	150	56.226666666667	0	Exclude
030809	NORv12scf10	4695	53794	+	115828	5064	22.872827804107	1	Keep
030808	NORv12scf10	59632	67830	+	51887	2226	23.309523809524	0.912682151240456	Keep
016501	NORv12scf10	83435	95572	+	20659	873	23.664375715922	0.813076788222421	Keep
